,Timestamp,true value
1427,1/4/2019 14:00,1
1428,1/4/2019 15:00,1
1429,1/4/2019 16:00,1
1430,1/4/2019 17:00,1
1431,1/4/2019 18:00,1
1432,1/4/2019 19:00,1
1433,1/4/2019 20:00,1
1434,1/4/2019 21:00,1
1435,1/4/2019 22:00,1
1436,1/4/2019 23:00,1
1437,1/5/2019 0:00,1
1438,1/5/2019 1:00,0.53258427
1439,1/5/2019 2:00,0.542882405
1440,1/5/2019 3:00,0.571895425
1441,1/5/2019 4:00,0.570570571
1442,1/5/2019 5:00,0.555555556
1443,1/5/2019 6:00,0.575965665
1444,1/5/2019 7:00,0.591586328
1445,1/5/2019 8:00,0.520670391
1446,1/5/2019 9:00,0.463963964
1447,1/5/2019 10:00,0.459216966
1448,1/5/2019 11:00,0.411081794
1449,1/5/2019 12:00,0.33553719
1450,1/5/2019 13:00,1
1451,1/5/2019 14:00,1
1452,1/5/2019 15:00,1
1453,1/5/2019 16:00,1
1454,1/5/2019 17:00,1
1455,1/5/2019 18:00,1
1456,1/5/2019 19:00,1
1457,1/5/2019 20:00,1
1458,1/5/2019 21:00,1
1459,1/5/2019 22:00,1
1460,1/5/2019 23:00,1
1461,1/6/2019 0:00,1
1462,1/6/2019 1:00,0.57904007
1463,1/6/2019 2:00,0.57519495
1464,1/6/2019 3:00,0.586759868
1465,1/6/2019 4:00,0.610416667
1466,1/6/2019 5:00,0.613686534
1467,1/6/2019 6:00,0.593491124
1468,1/6/2019 7:00,0.58369906
1469,1/6/2019 8:00,0.565296804
1470,1/6/2019 9:00,0.567527123
1471,1/6/2019 10:00,0.561301989
1472,1/6/2019 11:00,0.633187773
1473,1/6/2019 12:00,0.062291435
1474,1/6/2019 13:00,1
1475,1/6/2019 14:00,1
1476,1/6/2019 15:00,1
1477,1/6/2019 16:00,1
1478,1/6/2019 17:00,1
1479,1/6/2019 18:00,1
1480,1/6/2019 19:00,1
1481,1/6/2019 20:00,1
1482,1/6/2019 21:00,1
1483,1/6/2019 22:00,1
1484,1/6/2019 23:00,1
1485,1/7/2019 0:00,1
1486,1/7/2019 1:00,0.620689655
1487,1/7/2019 2:00,1
1488,1/7/2019 3:00,0.903846154
1489,1/7/2019 4:00,1
1490,1/7/2019 5:00,0.93220339
1491,1/7/2019 6:00,0.659574468
1492,1/7/2019 7:00,0.607594937
1493,1/7/2019 8:00,0.738461538
1494,1/7/2019 9:00,0.513227513
1495,1/7/2019 10:00,0.560185185
1496,1/7/2019 11:00,0.572727273
1497,1/7/2019 12:00,0.949612403
1498,1/7/2019 13:00,1
1499,1/7/2019 14:00,1
1500,1/7/2019 15:00,1
1501,1/7/2019 16:00,1
1502,1/7/2019 17:00,1
1503,1/7/2019 18:00,1
1504,1/7/2019 19:00,1
1505,1/7/2019 20:00,1
1506,1/7/2019 21:00,1
1507,1/7/2019 22:00,1
1508,1/7/2019 23:00,1
1509,1/8/2019 0:00,1
1510,1/8/2019 1:00,0.824786325
1511,1/8/2019 2:00,0.943661972
1512,1/8/2019 3:00,0.778801843
1513,1/8/2019 4:00,0.758064516
1514,1/8/2019 5:00,0.977777778
1515,1/8/2019 6:00,0.823129252
1516,1/8/2019 7:00,0.661840745
1517,1/8/2019 8:00,0.636363636
1518,1/8/2019 9:00,0.136363636
1519,1/8/2019 11:00,0.060265577
1520,1/8/2019 12:00,0.577981651
1521,1/8/2019 13:00,1
1522,1/8/2019 14:00,1
1523,1/8/2019 15:00,1
1524,1/8/2019 16:00,1
1525,1/8/2019 17:00,1
1526,1/8/2019 18:00,1
1527,1/8/2019 19:00,1
1528,1/8/2019 20:00,1
1529,1/8/2019 21:00,1
1530,1/8/2019 22:00,1
1531,1/8/2019 23:00,1
1532,1/9/2019 0:00,1
1533,1/9/2019 1:00,0.980769231
1534,1/9/2019 2:00,0.842572062
1535,1/9/2019 3:00,0.722772277
1536,1/9/2019 4:00,0.722772277
1537,1/9/2019 5:00,0.731861199
1538,1/9/2019 6:00,0.788844622
1539,1/9/2019 7:00,0.789189189
1540,1/9/2019 8:00,0.85645933
1541,1/9/2019 9:00,0.872222222
1542,1/9/2019 10:00,0.424460432
1543,1/9/2019 11:00,0.724696356
1544,1/9/2019 12:00,0.936952715
1545,1/9/2019 13:00,1
1546,1/9/2019 14:00,1
1547,1/9/2019 15:00,1
1548,1/9/2019 16:00,1
1549,1/9/2019 17:00,1
1550,1/9/2019 18:00,1
1551,1/9/2019 19:00,1
1552,1/9/2019 20:00,1
1553,1/9/2019 21:00,1
1554,1/9/2019 22:00,1
1555,1/9/2019 23:00,1
1556,1/10/2019 0:00,1
1557,1/10/2019 1:00,1
1558,1/10/2019 2:00,0.883211679
1559,1/10/2019 3:00,0.926829268
1560,1/10/2019 4:00,0.567676768
1561,1/10/2019 5:00,0.641025641
1562,1/10/2019 6:00,0.956521739
1563,1/10/2019 7:00,1
1564,1/10/2019 8:00,0.372093023
1565,1/10/2019 9:00,0.882352941
1566,1/10/2019 10:00,0.788461538
1567,1/10/2019 11:00,1
1568,1/10/2019 12:00,0.538461538
1569,1/10/2019 13:00,1
1570,1/10/2019 14:00,1
1571,1/10/2019 15:00,1
1572,1/10/2019 16:00,1
1573,1/10/2019 17:00,1
1574,1/10/2019 18:00,1
1575,1/10/2019 19:00,1
1576,1/10/2019 20:00,1
1577,1/10/2019 21:00,1
1578,1/10/2019 22:00,1
1579,1/10/2019 23:00,1
1580,1/11/2019 0:00,1
1581,1/11/2019 1:00,0.726027397
1582,1/11/2019 2:00,0.546733668
1583,1/11/2019 3:00,0.615782665
1584,1/11/2019 4:00,0.561904762
1585,1/11/2019 5:00,0.409090909
1586,1/11/2019 6:00,0.425
1587,1/11/2019 7:00,0.611253197
1588,1/11/2019 8:00,0.911764706
1589,1/11/2019 9:00,0.89375
1590,1/11/2019 10:00,0.631884058
1591,1/11/2019 11:00,1
1592,1/11/2019 12:00,0.886440678
1593,1/11/2019 13:00,1
1594,1/11/2019 14:00,1
1595,1/11/2019 15:00,1
1596,1/11/2019 16:00,1
1597,1/11/2019 17:00,1
1598,1/11/2019 18:00,1
1599,1/11/2019 19:00,1
1600,1/11/2019 20:00,1
1601,1/11/2019 21:00,1
1602,1/11/2019 22:00,1
1603,1/11/2019 23:00,1
1604,1/12/2019 0:00,1
1605,1/12/2019 1:00,0.738255034
1606,1/12/2019 2:00,0.345132743
1607,1/12/2019 3:00,0.842696629
1608,1/12/2019 4:00,0.933333333
1609,1/12/2019 5:00,0.674887892
1610,1/12/2019 6:00,0.634464752
1611,1/12/2019 7:00,1
1612,1/12/2019 8:00,0.536231884
1613,1/12/2019 9:00,0.47311828
1614,1/12/2019 10:00,0.952054795
1615,1/12/2019 11:00,0.984293194
1616,1/12/2019 12:00,0.557692308
1617,1/12/2019 13:00,1
1618,1/12/2019 14:00,1
1619,1/12/2019 15:00,1
1620,1/12/2019 16:00,1
1621,1/12/2019 17:00,1
1622,1/12/2019 18:00,1
1623,1/12/2019 19:00,1
1624,1/12/2019 20:00,1
1625,1/12/2019 21:00,1
1626,1/12/2019 22:00,1
1627,1/12/2019 23:00,1
1628,1/13/2019 0:00,1
1629,1/13/2019 1:00,0.7
1630,1/13/2019 2:00,0.529411765
1631,1/13/2019 3:00,0.435897436
1632,1/13/2019 4:00,0.47826087
1633,1/13/2019 6:00,0.925925926
1634,1/13/2019 7:00,0.625
1635,1/13/2019 8:00,0.490797546
1636,1/13/2019 9:00,0.766233766
1637,1/13/2019 10:00,0.327272727
1638,1/13/2019 11:00,0.758064516
1639,1/13/2019 12:00,0.720720721
1640,1/13/2019 13:00,1
1641,1/13/2019 14:00,1
1642,1/13/2019 15:00,1
1643,1/13/2019 16:00,1
1644,1/13/2019 17:00,1
1645,1/13/2019 18:00,1
1646,1/13/2019 19:00,1
1647,1/13/2019 20:00,1
