truth_value,adarel,sarima,SVR,Gaussian
1,0.987145803,0.975654745,0.983208835,0.994929707
0.993197279,0.9872573,0.975654745,0.984432658,0.995208471
0.991935484,0.987324662,0.975647943,0.980496784,0.994428205
1,0.987384018,0.975639876,0.981647565,0.993757753
0.911214953,0.987495518,0.975639876,0.985178303,0.994455663
1,0.987038451,0.975551091,0.940507713,0.981996127
1,0.987151233,0.975551091,1,0.986698638
1,0.987264029,0.975551091,0.976628489,0.98910667
1,0.987376788,0.975551091,0.986808002,0.990612024
1,0.987489562,0.975551091,0.982976331,0.99164415
1,0.98760237,0.975551091,0.984255619,0.992387809
1,0.976414994,0.976051093,0.984079816,0.993231215
1,0.987486064,0.976051093,0.984294947,0.993696779
1,0.987590897,0.976051093,0.984243989,0.994069611
1,0.987633066,0.976134425,0.984236047,0.994422725
0.983471074,0.976498329,0.976134425,0.983957265,0.994680637
0.911111111,0.9764818,0.976117898,0.976156146,0.992495477
1,0.987197072,0.976132664,0.944556507,0.980656172
1,0.976540569,0.976176666,1,0.985701937
1,0.97654057,0.976176664,0.977671394,0.988315957
1,0.987473679,0.976177042,0.986834188,0.989974873
1,0.987576911,0.976177041,0.983413389,0.991133546
1,0.987679905,0.976177041,0.984958333,0.99199193
1,0.987782816,0.976177041,0.984468178,0.992654071
0.999134948,0.987885761,0.976177042,0.984240469,0.993180257
1,0.987983248,0.976176174,0.984101974,0.993482499
1,0.988086163,0.976176176,0.984555655,0.993879928
1,0.988189087,0.976176177,0.984414437,0.994198938
1,0.988285709,0.976182546,0.98468104,0.994468737
1,0.98838174,0.976190947,0.984211791,0.994700233
0.998542274,0.988484619,0.976190947,0.984592099,0.994895525
1,0.988578631,0.976189489,0.98341323,0.994852634
1,0.988626396,0.976250715,0.984871132,0.995109583
1,0.988728562,0.976250715,0.984027896,0.995280935
1,0.988830975,0.976250715,0.984455439,0.995423609
0.376623377,0.988933502,0.976250715,0.984235242,0.99554659
1,0.987529566,0.975627339,0.680349266,0.904836087
1,0.987634981,0.975627339,1,0.936420195
1,0.987740533,0.975627339,0.932352924,0.952053955
1,0.987846216,0.975627339,1,0.961645137
1,0.987952293,0.975627339,0.975502795,0.968160108
1,0.988058487,0.975627339,0.987446231,0.972868103
1,0.988163035,0.975628951,0.982695784,0.976417779
1,0.988266494,0.975631967,0.984717132,0.979178779
1,0.988331513,0.975673318,0.983977804,0.981402074
1,0.988431129,0.975680032,0.984009572,0.983195076
1,0.988537787,0.975680032,0.984189606,0.984672516
1,0.988644873,0.975680031,0.984258239,0.985908792
0.99122807,0.988752328,0.975680031,0.98404793,0.986955218
0.993055556,0.988806423,0.975671258,0.979662577,0.986580001
1,0.988872037,0.975664313,0.982505745,0.986782261
0.998120301,0.988980527,0.975664312,0.984634152,0.988014378
1,0.98907785,0.975662436,0.982731834,0.98863271
1,0.989187157,0.975662434,0.984648573,0.989435436
1,0.98929018,0.975668461,0.983950373,0.990074878
0.115015974,0.989390727,0.975676725,0.984310188,0.990609562
1,0.988009353,0.974791738,0.552252135,0.862197683
1,0.98811968,0.974791738,1,0.907502627
1,0.976177926,0.974791738,0.909832622,0.929806564
1,0.988319663,0.974812574,1,0.943527473
1,0.98843132,0.974812572,0.971544748,0.952867648
1,0.988543542,0.974812574,0.987991383,0.95964803
1,0.988001373,0.975678045,0.982052366,0.965282311
1,0.988103069,0.975678045,0.984790018,0.969343253
1,0.988205029,0.975678045,0.984024051,0.972594878
1,0.988307298,0.975678045,0.984079609,0.975248916
1,0.988393447,0.975694712,0.98390576,0.977460623
1,0.977084113,0.975697924,0.984106541,0.979313677
1,0.988582567,0.975711085,0.984309494,0.980895767
1,0.988685777,0.975711085,0.984073627,0.982247379
1,0.988788995,0.975711085,0.984311125,0.983416414
1,0.988892803,0.975711085,0.983770911,0.984436199
1,0.977115789,0.975729603,0.983767754,0.985340467
1,0.989069096,0.975741872,0.983881785,0.986135453
1,0.989073248,0.9758397,0.984018133,0.986889614
0.997382199,0.989171209,0.975845164,0.984023909,0.987518799
1,0.98924501,0.975856057,0.983059,0.987705548
1,0.989349338,0.975856057,0.984663115,0.988336733
1,0.989454098,0.975856057,0.983840445,0.988851867
1,0.989553624,0.975861375,0.984018945,0.989304923
1,0.989067315,0.976685938,0.984572407,0.990118891
0.332191781,0.989161481,0.976685938,0.984625697,0.990500135
1,0.987892645,0.976018132,0.658834295,0.893319359
1,0.987988434,0.976018132,1,0.92750123
1,0.988050161,0.97605813,0.928780125,0.944510594
1,0.988145959,0.97605813,1,0.954995378
1,0.988240789,0.97605813,0.975072146,0.962163222
1,0.988338161,0.976058132,0.987894872,0.967378545
1,0.988418651,0.97607591,0.98301415,0.971349635
1,0.988508954,0.976082804,0.985128989,0.974458884
1,0.988590208,0.976100046,0.984158646,0.976963344
1,0.988673035,0.976114973,0.984308596,0.979016436
1,0.988745697,0.976141286,0.984163408,0.980735525
1,0.988842663,0.976141286,0.984343191,0.982174896
0.921568627,0.988926767,0.976155176,0.98436018,0.983412571
0.992248062,0.988563264,0.976082064,0.946326267,0.97308978
0.969072165,0.988616168,0.976074313,0.996335052,0.97680694
0.989795918,0.988485978,0.976098941,0.964472025,0.975500824
0.972116603,0.988525147,0.976088735,0.987409117,0.977676447
0.937246964,0.988463057,0.976060852,0.969611378,0.976480233
0.775362319,0.988202954,0.975998101,0.959983574,0.970730214
0.758064516,0.987044762,0.975773463,0.884903297,0.943415872
0.758064516,0.985878906,0.975539101,0.907401276,0.922541138
0.793103448,0.984752203,0.975297168,0.898375081,0.907104104
0.900662252,0.983798543,0.975090268,0.918949074,0.900168819
1,0.983384772,0.974990933,0.962341261,0.909627145
1,0.983467635,0.974990934,0.99270165,0.92894516
1,0.983550732,0.974990932,0.980036001,0.941151404
1,0.976824927,0.974990932,0.985109275,0.949766537
0.978947368,0.983718526,0.975077889,0.983052965,0.956261725
1,0.983694268,0.975056838,0.973598303,0.958192167
1,0.983778193,0.975056837,0.987771849,0.96326118
1,0.983832352,0.975404663,0.982361074,0.967256028
0.989361702,0.983918378,0.975404663,0.984654937,0.97031037
1,0.983948888,0.975410692,0.978279832,0.971280583
1,0.98403527,0.975410692,0.985900231,0.973941758
1,0.984121935,0.975410692,0.983091997,0.97602073
0.990909091,0.98420892,0.975410692,0.984218012,0.977748036
1,0.984249697,0.975401601,0.979189103,0.977887892
1,0.984337009,0.975401601,0.985612183,0.979625611
1,0.984424612,0.975401601,0.983058802,0.980972983
0.972850679,0.984509592,0.975418842,0.984218639,0.982112205
1,0.984453596,0.975391691,0.970299651,0.979106699
1,0.984541319,0.975391691,0.989179338,0.981340782
0.992,0.984629339,0.975391691,0.981676466,0.982786042
1,0.984673603,0.975383691,0.980793619,0.982713045
1,0.984761913,0.975383691,0.985001965,0.984014737
1,0.98485051,0.975383691,0.983313088,0.984974049
1,0.98493939,0.975383691,0.984056782,0.985752652
1,0.985028556,0.975383691,0.983602429,0.986410865
1,0.985113959,0.975439247,0.983723367,0.987014031
1,0.985204251,0.975439247,0.983630571,0.987517644
1,0.98529485,0.975439247,0.984157249,0.987964492
1,0.985385767,0.975439247,0.983879609,0.988362919
1,0.985476977,0.975439247,0.983660533,0.98871968
1,0.985562667,0.975510676,0.983702465,0.989071114
1,0.985655377,0.975510676,0.983593558,0.989366998
1,0.985472395,0.976390304,0.984266097,0.990099103
0.989690722,0.985567787,0.976390304,0.984266006,0.990376038
1,0.985610722,0.976379995,0.979562558,0.9891154
1,0.985706853,0.976379995,0.98645763,0.989880771
1,0.985803472,0.976379995,0.983650085,0.99036458
1,0.985900594,0.976379995,0.984690359,0.990731632
1,0.985998241,0.976379995,0.984078484,0.991032722
1,0.986089677,0.976391047,0.984412726,0.991297105
1,0.986188546,0.976391047,0.984411057,0.991523868
1,0.98628812,0.976391045,0.984693853,0.991725652
1,0.986382776,0.976399894,0.984565637,0.991912095
1,0.986474112,0.976414821,0.984599227,0.992085241
1,0.986575776,0.976414822,0.98459324,0.992234741
1,0.98667831,0.976414822,0.984590987,0.992369573
0.9375,0.986781677,0.976414821,0.984320621,0.992490182
1,0.986512574,0.976352323,0.953829595,0.983402762
1,0.986614409,0.976352323,0.997060671,0.986674439
1,0.978186315,0.976352322,0.978996225,0.988323016
0.990566038,0.986279366,0.977241211,0.987106164,0.989857699
1,0.986332139,0.977231775,0.979752918,0.989226044
1,0.986433006,0.977231775,0.987209368,0.990281708
1,0.986534577,0.977231775,0.984299595,0.990968422
1,0.979065773,0.977231775,0.985654047,0.991475134
1,0.986734334,0.97723744,0.98482501,0.991874687
1,0.986837952,0.97723744,0.984960235,0.992195581
1,0.986942313,0.97723744,0.984940957,0.992460965
1,0.987047592,0.97723744,0.985192185,0.992683426
1,0.987153841,0.97723744,0.984743923,0.992871077
1,0.98726102,0.97723744,0.985015546,0.99302905
1,0.979071436,0.97723744,0.984899696,0.993160198
1,0.987456909,0.97725872,0.984997281,0.993276607
1,0.987567276,0.97725872,0.984663263,0.993353693
0.991561181,0.980011788,0.978177795,0.985500546,0.993929535
1,0.98690515,0.978169354,0.981562149,0.992783369
1,0.980050225,0.978216228,0.987251801,0.993341012
1,0.980050224,0.978216228,0.985016505,0.993645352
1,0.980050225,0.978216228,0.986093074,0.993856546
1,0.980050224,0.978216228,0.985484227,0.994015969
1,0.980050227,0.978216228,0.9856406,0.994141113
1,0.980050226,0.978216228,0.985456517,0.994240145
1,0.980050227,0.978216228,0.98594756,0.994316729
0.981981982,0.980050227,0.978216229,0.985598547,0.994370669
1,0.987699597,0.978198213,0.976433148,0.991706323
1,0.98693848,0.978998213,0.989630491,0.993101733
1,0.986586147,0.979331543,0.984848877,0.993807237
1,0.986691831,0.979331543,0.986927968,0.994159452
1,0.986796979,0.979331543,0.985988701,0.994415807
1,0.986901689,0.979331543,0.986341168,0.994614209
1,0.987005989,0.979331543,0.986226428,0.994773967
1,0.987074232,0.979354802,0.986708473,0.994920398
1,0.987172949,0.979358438,0.98636291,0.995037008
1,0.981192432,0.979358438,0.986133098,0.995135902
1,0.981214171,0.979380175,0.986157946,0.995234903
1,0.981235004,0.979401011,0.986377425,0.995324813
1,0.987489647,0.979422285,0.986309545,0.995408394
1,0.987593225,0.979422285,0.986286215,0.995473705
1,0.98127981,0.979445815,0.986263355,0.995546667
0.994152047,0.987740018,0.979461687,0.986402958,0.995611728
1,0.98781391,0.979455842,0.983703401,0.994800762
1,0.98785707,0.979495248,0.987681712,0.995171775
1,0.981329244,0.979495248,0.985955014,0.995368392
1,0.981329246,0.979495248,0.98686334,0.995504225
0.992753623,0.988169265,0.979495248,0.986303014,0.995607853
0.995024876,0.988235873,0.979488004,0.983085587,0.994622584
0.998927039,0.988314385,0.979483029,0.985661714,0.994330215
1,0.988413593,0.979481956,0.986491312,0.994671474
1,0.988518874,0.979481954,0.986817468,0.995018154
0.998781973,0.988624504,0.979481954,0.986639761,0.995244662
0.998144712,0.988667359,0.979516453,0.985889609,0.995250476
1,0.98876364,0.979514597,0.986088382,0.995168281
0.971153846,0.988870491,0.979514597,0.987039063,0.995397549
1,0.988820303,0.979485751,0.972279525,0.991293271
1,0.988889166,0.979509561,0.992422717,0.992896506
1,0.988997048,0.979509561,0.984324481,0.993718923
1,0.989085928,0.979521463,0.987487088,0.994245318
1,0.989103079,0.97957754,0.986185964,0.994640161
1,0.981449508,0.979615512,0.986930913,0.994933826
1,0.981467856,0.979633861,0.986444323,0.995156754
1,0.989325556,0.979640408,0.986923403,0.995330637
1,0.989385881,0.979669594,0.986468561,0.99548732
0.996761134,0.989496676,0.979669594,0.986439643,0.995605588
0.998525799,0.9895901,0.979666355,0.985202159,0.995228069
0.999566349,0.989694031,0.979664881,0.986706135,0.995262239
1,0.989805114,0.979664445,0.986477109,0.995429984
0.999275362,0.989920085,0.979664445,0.986886511,0.995603904
0.997918112,0.981497716,0.979663723,0.986160149,0.9956202
1,0.981512028,0.979678032,0.986148892,0.99545446
1,0.981531765,0.979697771,0.9868354,0.995667968
1,0.981531765,0.979697771,0.986851434,0.995796824
1,0.990428159,0.979697771,0.986806403,0.995890905
0.992031873,0.990551371,0.979697771,0.986304674,0.995963716
0.997118156,0.990626598,0.9796898,0.982827924,0.994847927
0.993150685,0.990735499,0.979686919,0.986690453,0.994877532
0.992779783,0.990821121,0.979680072,0.983157402,0.994255913
1,0.99090599,0.97967285,0.984663689,0.99376909
1,0.991041824,0.979672852,0.987503604,0.994461715
1,0.991179313,0.97967285,0.986321645,0.994855932
1,0.991321994,0.97967285,0.986799419,0.995113784
0.989583333,0.991469389,0.979672852,0.986279943,0.995291753
1,0.991547695,0.979662432,0.981845664,0.993883817
1,0.991705828,0.979662432,0.98857926,0.994497792
1,0.991834785,0.979675514,0.985895194,0.99481732
1,0.991873188,0.979720967,0.987148065,0.995019884
0.933774834,0.995878583,0.979720967,0.986281014,0.995104147
1,0.990140916,0.980476289,0.954795987,0.985976231
0.988461538,0.988955836,0.98133408,1,0.989843498
0.992727273,0.988953202,0.981345798,0.976850835,0.989899865
0.988372093,0.983172521,0.981338525,0.988546498,0.990462358
0.998113208,0.983572659,0.981738665,0.982258386,0.990396208
0.996268657,0.983570773,0.981736777,0.989468878,0.991588089
1,0.988516671,0.981733045,0.98539682,0.992077658
1,0.988603853,0.981742945,0.989059856,0.992974827
0.992647059,0.988711103,0.981742945,0.987665409,0.993598711
0.982646421,0.988777622,0.981735593,0.984517268,0.993026277
1,0.988789256,0.981718238,0.981129753,0.991288935
1,0.988894672,0.981718238,0.990907324,0.992607779
1,0.988999186,0.981718238,0.986917935,0.993386835
1,0.989102997,0.981718239,0.98851736,0.993928577
1,0.983552235,0.981718241,0.987795189,0.994334306
1,0.983570753,0.981736759,0.988143448,0.994662855
1,0.983570753,0.981736759,0.988042958,0.994919477
1,0.983570753,0.981736758,0.988365203,0.995129831
1,0.983570758,0.981736759,0.988203292,0.995304151
1,0.989682281,0.981736759,0.988242786,0.995449268
1,0.989784545,0.981736759,0.988064947,0.995569744
1,0.989841283,0.981759484,0.988143151,0.995680894
1,0.989943949,0.981759484,0.987748829,0.995762042
0.980645161,0.989578933,0.982013102,0.988400467,0.995955688
0.995098039,0.983828137,0.981994136,0.978706769,0.993264101
1,0.983824718,0.981990723,0.989471871,0.99353659
0.994628469,0.988624876,0.982676289,0.988043542,0.994663348
1,0.984504911,0.982670916,0.986077433,0.994370923
0.5,0.984524144,0.982690146,0.989595967,0.994970238
1,0.987696306,0.982190148,0.744338372,0.923845749
0.99122807,0.984335017,0.982190147,1,0.948665691
1,0.984392909,0.982248044,0.942565779,0.959831178
0.993902439,0.984412143,0.982267274,1,0.967915781
0.412541254,0.987885895,0.982261176,0.978059514,0.972485862
1,0.984222911,0.981676651,0.706056444,0.892486113
1,0.986836243,0.981676651,1,0.924672983
1,0.987058687,0.981676651,0.939882151,0.941382876
1,0.987236211,0.98167665,1,0.952054091
1,0.987391741,0.98167665,0.980202253,0.959552083
1,0.984222909,0.98167665,0.991063345,0.965130192
1,0.987665566,0.98167665,0.986692135,0.969439822
1,0.984230783,0.981684522,0.988420594,0.972867645
1,0.984230782,0.981684523,0.987768138,0.975646233
1,0.988006916,0.981684522,0.98803926,0.977938885
1,0.988012175,0.981727379,0.987986277,0.979879828
1,0.984410004,0.981863742,0.988193706,0.981588666
1,0.984410003,0.981863742,0.988257122,0.982991089
1,0.984429234,0.981882976,0.988227994,0.984215675
1,0.984429234,0.981882976,0.988252025,0.985273913
1,0.984429236,0.981882976,0.98826037,0.986202744
1,0.988313889,0.981882976,0.988289545,0.987022971
0.990990991,0.984429234,0.981882976,0.988380187,0.987751176
1,0.984420224,0.981873964,0.983505849,0.987121547
1,0.984448796,0.981902539,0.990018381,0.988156001
1,0.984448797,0.981902538,0.987651109,0.988899762
1,0.984448796,0.981902538,0.988509246,0.989509017
1,0.984448796,0.981902539,0.987892408,0.990030733
1,0.984475824,0.981929565,0.988236505,0.990504684
1,0.98447583,0.981929566,0.988129446,0.990912875
1,0.984475828,0.981929566,0.98831746,0.991279354
1,0.989185275,0.981929565,0.988204561,0.99161027
1,0.989283492,0.981929565,0.988216331,0.991910571
1,0.98938104,0.981929566,0.988205586,0.99218394
1,0.989478002,0.981929565,0.988201536,0.992434351
0.988888889,0.984475823,0.981929565,0.98834129,0.992662495
1,0.984464713,0.981918454,0.982347787,0.99129548
0.975609756,0.984464713,0.981918454,0.990400713,0.992021331
1,0.984440322,0.981894064,0.97547844,0.989002965
0.987951807,0.984440323,0.981894064,0.99337677,0.990499222
1,0.984428275,0.981882016,0.980236489,0.989630405
1,0.984428275,0.981882016,0.991486489,0.990784247
0.992,0.989997435,0.981882016,0.986546302,0.991508235
1,0.988653129,0.98283028,0.985261464,0.99136177
1,0.988778513,0.98283028,0.990079056,0.992178745
0.993197279,0.988897778,0.982830281,0.988255882,0.992721162
0.976190476,0.985369737,0.982823478,0.985515532,0.992159595
1,0.985345927,0.982799666,0.978728747,0.98941854
0.994505495,0.985345928,0.982799666,0.992949662,0.991021891
0.989690722,0.989128036,0.982794173,0.984242824,0.991154581
0.99047619,0.985364607,0.982818348,0.985500492,0.990600005
0.994818653,0.98914488,0.982808823,0.985529805,0.990350303
0.971193416,0.985377683,0.98283142,0.987626069,0.990799766
1,0.985348876,0.982802611,0.975280768,0.987686941
1,0.9892008,0.982802611,0.994375863,0.989766665
0.926605505,0.985348872,0.982802611,0.986654314,0.99097251
1,0.98900354,0.982729219,0.953619378,0.981309989
1,0.985337977,0.982791718,1,0.985542261
0.987951807,0.985337978,0.982791719,0.982891079,0.98781962
1,0.985325929,0.982779668,0.984960125,0.987592676
1,0.989200907,0.982779668,0.990266961,0.989253972
1,0.985371388,0.982825123,0.988173981,0.990389818
1,0.989297874,0.982825123,0.989220492,0.991215641
1,0.985382497,0.982836236,0.988622538,0.991867523
1,0.989465925,0.982836236,0.988626441,0.992388718
0.984496124,0.989559871,0.982836237,0.98883791,0.992818322
0.984293194,0.989498653,0.982857095,0.980918985,0.990983995
0.993589744,0.985387648,0.982841387,0.984279731,0.98980297
0.992125984,0.985464573,0.982918312,0.987601679,0.990345044
1,0.985456698,0.982910438,0.985469797,0.990384624
0.993150685,0.989549991,0.982910439,0.989995184,0.991526364
0.979591837,0.985449847,0.982903589,0.984692694,0.991292709
1,0.989586383,0.982887615,0.980549267,0.989259086
1,0.989677799,0.982887615,0.992241282,0.990844752
0.992647059,0.985433873,0.982887616,0.98733822,0.991783638
1,0.985612566,0.983066307,0.985740308,0.991493287
1,0.989556771,0.983066309,0.989895197,0.992355169
1,0.989651254,0.983066307,0.988496252,0.99293066
0.98245614,0.985654233,0.983107976,0.989177682,0.993386371
1,0.985636695,0.983090432,0.980295791,0.991219453
1,0.989752306,0.983090432,0.992517333,0.992354722
0.990740741,0.989844016,0.98309043,0.987513433,0.993012911
0.952941176,0.989886978,0.983081173,0.984812718,0.99213912
1,0.989737623,0.983034114,0.967978921,0.986150653
0.98989899,0.989827341,0.983034114,0.997552151,0.988921808
0.93258427,0.986520975,0.983974717,0.98119558,0.989511474
0.989010989,0.986453563,0.983907301,0.96034457,0.98133498
1,0.98648384,0.983937582,0.996325565,0.984079131
1,0.986483843,0.983937582,0.986883101,0.986993619
1,0.986483843,0.983937582,0.990552641,0.988833645
0.984375,0.986483843,0.983937582,0.989094698,0.990131894
0.96875,0.986468218,0.983921957,0.981790756,0.988859832
0.996655518,0.986436967,0.983890704,0.977305996,0.985897669
0.988753515,0.986433624,0.983887363,0.992749196,0.987950311
0.999385372,0.986422374,0.983876116,0.982675226,0.98800597
0.974468085,0.986421759,0.983875501,0.991668523,0.989606758
0.994652406,0.986410117,0.983863858,0.976038637,0.987097165
1,0.986404769,0.983858511,0.992313558,0.988431856
0.972624799,0.986404769,0.983858511,0.988369004,0.989983035
1,0.986377396,0.983831136,0.976481606,0.987100042
0.98540146,0.986377396,0.983831136,0.994829003,0.989231786
0.990719258,0.988556126,0.983816538,0.979975005,0.988424511
0.997526283,0.988695226,0.983807256,0.988658405,0.988724826
0.997740964,0.988849546,0.983804782,0.988493535,0.989883814
1,0.98897767,0.983802522,0.988804212,0.990686955
0.99,0.98910457,0.983802522,0.989916477,0.991606512
1,0.986338783,0.983792524,0.984198804,0.990849842
1,0.989270926,0.983792524,0.991333462,0.991878647
1,0.989374295,0.983792524,0.98862408,0.9925637
1,0.989473403,0.983792524,0.989747782,0.993082605
1,0.986338782,0.983792524,0.989499619,0.993498292
0.981132075,0.98960403,0.983818498,0.989097406,0.993858292
0.992857143,0.989596343,0.983799627,0.980352618,0.991441414
1,0.989649755,0.983792487,0.989577857,0.991596584
0.98880597,0.98973821,0.983792487,0.989451219,0.992632779
0.978723404,0.989767874,0.983781293,0.983918366,0.991680236
0.99003736,0.989745848,0.983760017,0.981249983,0.989648759
0.977077364,0.989780652,0.983750054,0.987808846,0.98990586
0.985507246,0.986273392,0.983727131,0.978972248,0.988090068
0.997635934,0.989693655,0.983749676,0.986484146,0.988082073
1,0.989683881,0.983790373,0.989503957,0.989704579
0.556876939,0.989768844,0.983790373,0.989401675,0.991029014
0.983240223,0.989038586,0.983347251,0.77317354,0.928104335
1,0.986156679,0.983330491,1,0.94832855
1,0.988998621,0.98339299,0.955879422,0.960632589
0.991452991,0.98909398,0.98339299,1,0.968172125
0.984,0.989144771,0.983384444,0.979524517,0.972100003
0.99009901,0.989158476,0.983368441,0.98510953,0.97397593
1,0.989199642,0.983358543,0.985941125,0.976399758
0.431578947,0.989285161,0.983358543,0.99050227,0.979638631
0.991428571,0.986020811,0.98279012,0.711098935,0.900080658
0.988095238,0.986036051,0.98280536,1,0.928977448
0.964285714,0.988643433,0.982793455,0.937322143,0.943140579
0.319444444,0.986019106,0.982788414,0.992136896,0.94861766
1,0.985851642,0.98210786,0.655562067,0.858956922
1,0.985851646,0.98210786,1,0.899529858
1,0.985967924,0.982224139,0.931660326,0.921018619
1,0.988497246,0.982224136,1,0.934884394
0.997840173,0.98596792,0.982224136,0.978950759,0.944728003
0.988888889,0.987954239,0.982221977,0.990938241,0.951803523
0.993604894,0.988035098,0.982210868,0.981944791,0.956068333
0.994225217,0.988125007,0.982204473,0.987733382,0.960345432
0.994405594,0.9882064,0.982198698,0.985876999,0.963889151
0.98102981,0.985936886,0.982193103,0.986664936,0.966835934
0.997222222,0.986099732,0.982355951,0.980172445,0.967457866
0.996439873,0.98609696,0.982353174,0.990435922,0.970610697
0.995753715,0.9860934,0.982349614,0.985831661,0.972906985
1,0.986660581,0.982916796,0.988019608,0.974956622
0.930851064,0.986660581,0.982916796,0.989334028,0.977112689
0.980769231,0.986591433,0.982847647,0.954863504,0.968936567
0.992063492,0.986572202,0.982828416,0.993513349,0.971043563
1,0.986564261,0.98282048,0.982845753,0.973816894
0.976190476,0.986598744,0.982854963,0.991013263,0.97685633
1,0.986574935,0.982831152,0.97620531,0.975623034
0.971962617,0.986574935,0.982831153,0.993793786,0.978501689
0.990740741,0.986546898,0.982803116,0.972948796,0.976464081
0.987804878,0.986549691,0.982805902,0.990589456,0.978057427
1,0.987669127,0.982793709,0.982157973,0.978708845
0.99137931,0.986537491,0.982793707,0.991405227,0.981019057
0.98349835,0.98652887,0.982785087,0.983394852,0.981422701
0.991735537,0.986512374,0.982768584,0.982781352,0.980763699
0.985054348,0.986504106,0.98276032,0.986995886,0.981655982
0.979591837,0.98648916,0.982745377,0.98219925,0.98134657
0.995614035,0.986468751,0.982724969,0.981343827,0.980464551
0.984575835,0.986464365,0.982720583,0.98952912,0.982238304
0.99726776,0.986448941,0.982705159,0.980958988,0.981822298
0.993747209,0.98644621,0.982702426,0.990547331,0.98348393
0.990368509,0.986439957,0.982696173,0.98502817,0.984117272
0.993811243,0.986430323,0.98268654,0.985723195,0.984177703
0.995245642,0.986424135,0.982680352,0.987006849,0.984821331
0.986577181,0.98641938,0.982675599,0.987162145,0.98552426
0.936619718,0.986453578,0.982709795,0.982737135,0.984860258
0.992424242,0.986390198,0.982646415,0.960379456,0.977337975
0.897142857,0.986382622,0.98263884,0.996752084,0.98042399
0.93115942,0.986279765,0.982535982,0.935108307,0.968408562
0.978417266,0.986210925,0.982467142,0.977020358,0.965381572
1,0.986189343,0.982445559,0.982954159,0.969514363
0.981818182,0.98618934,0.982445559,0.990960127,0.974845928
1,0.986171159,0.982427375,0.978703042,0.975692935
1,0.986171159,0.982427375,0.992441494,0.979070936
1,0.986171163,0.982427375,0.986862028,0.981410063
0.989247312,0.986171161,0.982427375,0.989342556,0.983181928
0.987951807,0.986160406,0.982416624,0.982874125,0.983043006
0.9875,0.986158357,0.982414577,0.984832991,0.982994093
1,0.986145861,0.982402074,0.984073051,0.983012498
0.964705882,0.986177108,0.982433326,0.99028543,0.984915357
0.991735537,0.986141813,0.982398032,0.970670174,0.981151
0.991525424,0.986133552,0.982389768,0.991789326,0.982701047
0.869617225,0.986125078,0.982381293,0.983082514,0.983572551
1,0.985994693,0.98225091,0.927180947,0.966699753
0.992945326,0.985994692,0.98225091,1,0.974381363
0.993172508,0.985987637,0.982243856,0.974528998,0.977551511
1,0.985980814,0.982237028,0.990675339,0.979679114
0.994394619,0.98752981,0.982237026,0.987457475,0.982184711
0.992753623,0.987616919,0.98223142,0.985889753,0.983182973
0.986343886,0.987679442,0.982224174,0.985981077,0.983808417
0.994252874,0.987709847,0.982210521,0.982472338,0.983457504
0.989795918,0.987761044,0.982204771,0.98770782,0.984483757
0.986086957,0.987792374,0.982194569,0.983693806,0.984576533
0.985185185,0.98780719,0.982180656,0.983647546,0.984204755
0.993865031,0.987815574,0.982165841,0.982898423,0.983896139
0.961832061,0.987851762,0.982159706,0.987510667,0.984962781
0.990291262,0.987771031,0.982121538,0.970277247,0.981081332
1,0.985855612,0.98211183,0.990995049,0.982677286
1,0.985855612,0.98211183,0.987193083,0.984950156
0.989583333,0.985855612,0.98211183,0.988641987,0.986460984
1,0.987904433,0.982101412,0.982911851,0.986087636
0.989361702,0.987955173,0.98210141,0.99023496,0.987475649
1,0.985834557,0.982090773,0.98231895,0.986920575
0.992307692,0.985834557,0.982090775,0.990885068,0.988193735
0.993197279,0.988031751,0.98208308,0.983236669,0.987964931
0.996745321,0.985849473,0.982105689,0.986648888,0.988058658
1,0.988089957,0.982102434,0.987281272,0.988663645
0.983050847,0.988140702,0.982102434,0.988727122,0.989566467
0.989611563,0.988117274,0.982085485,0.979859614,0.987795426
0.986842105,0.988120973,0.982075099,0.986669616,0.987655299
1,0.988110729,0.982061939,0.982391681,0.987121166
1,0.988160329,0.982061939,0.990406067,0.98863287
1,0.988210469,0.982061939,0.987369879,0.989592264
1,0.988261226,0.982061939,0.988772699,0.990288442
0.145962733,0.98831262,0.982061939,0.987765222,0.990827106
0.993055556,0.987540619,0.981207904,0.571739318,0.867227515
0.994318182,0.987543252,0.981200957,1,0.909133606
1,0.986584533,0.982148011,0.916050523,0.931190489
0.979320532,0.986584533,0.982148011,1,0.944860773
1,0.98656385,0.982127334,0.966183008,0.951152675
1,0.986563855,0.982127335,0.99721452,0.958873069
1,0.98656385,0.982127335,0.984742367,0.964451236
1,0.986582718,0.9821462,0.989616016,0.968733742
1,0.986611294,0.982174774,0.98797449,0.972133126
1,0.986611294,0.982174774,0.988733122,0.97487591
0.135802469,0.986611292,0.982174774,0.988295467,0.977139821
0.986522911,0.986459768,0.981310574,0.566662315,0.854112939
0.980645161,0.986446291,0.9812971,1,0.897258198
0.974910394,0.986426937,0.981277744,0.909173754,0.917754361
1,0.986401848,0.981252652,1,0.929611081
0.996642042,0.986401847,0.981252655,0.979799503,0.941342459
0.990344249,0.986398489,0.981249294,0.989063268,0.949168723
0.995708155,0.986388834,0.981239638,0.982564318,0.954225486
0.995586937,0.986384542,0.981235347,0.987722158,0.9590773
0.996835443,0.986380129,0.981230936,0.985665013,0.962897995
