truth_values,gaussian,adarel,sarima,svr
1,0.829026978,0.998220466,0.98688284,0.938065177
1,0.880097582,0.908610403,0.87000693,0.944333423
0.8372093,0.83898453,0.905238282,0.84623821,0.911971693
0.49074074,0.637481953,0.961827423,0.79278427,0.497561115
1,0.752694674,1,1,1
1,0.845963528,1,0.99867257,1
1,0.917465903,1,1,0.931987731
1,0.9679686,1,0.99999523,0.776410204
0.98507463,0.99175303,1,0.99562111,0.884069268
0.95384615,0.985629597,1,0.98662571,0.912222376
1,0.996244843,1,1,0.915187341
1,0.996559399,1,0.99998359,0.894310195
1,0.989485991,1,1,0.87681922
1,0.978092025,1,0.99999995,0.883306604
1,0.965142931,1,1,0.889678932
1,0.953082448,1,1,0.893736972
1,0.943193283,0.845409899,0.81954865,0.891312497
0.99727409,0.934957936,0.872750476,0.89935103,0.88796406
0.99932272,0.931496124,0.866268201,0.82956271,0.891316239
0.9850839,0.924162572,0.90796417,0.93200031,0.878957307
1,0.929140172,0.902434014,0.89573466,0.892745466
1,0.935863103,0.869443149,0.85955,0.892150404
1,0.943349746,0.853706236,0.84005875,0.892646718
1,0.950606041,0.98057093,0.96485506,0.892310347
1,0.956960068,1,0.99218014,0.892367596
1,0.961836266,0.925048142,0.86341875,0.89233685
1,0.964918522,0.94805556,0.80428502,0.89230475
1,0.966174683,1,0.99928067,0.8923405
1,0.965812239,1,1,0.892041807
1,0.964182339,1,1,0.892004265
1,0.961683421,1,1,0.89243558
1,0.958706641,1,0.99625784,0.892764715
1,0.955619808,1,0.98951926,0.892587605
1,0.952758602,1,1,0.891737284
1,0.950432071,1,1,0.892380724
0.97142857,0.934848132,1,0.99153311,0.880397185
0.85714286,0.866864697,1,0.95714179,0.868377771
1,0.891655522,1,0.99786493,0.892310184
0.875,0.850936549,1,0.96316231,0.880438459
0.99376299,0.884546171,1,0.99431532,0.884922916
0.99864468,0.915466129,0.878212134,0.86282417,0.889905155
0.99921115,0.940297564,0.900250367,0.92381255,0.891752704
0.53719008,0.727410187,0.883249107,0.75691875,0.434907581
0.89473684,0.753884149,0.911761389,0.89364475,1
1,0.834101153,0.907649045,0.91737513,1
1,0.897463789,0.881573005,0.89764534,1
1,0.944638056,0.867806872,0.88345964,0.951557529
1,0.976374376,0.966387008,0.97861307,0.866824885
1,0.994533374,1,1,0.872643777
1,1,0.924943073,0.90405136,0.898610662
1,0.99968853,0.942491261,0.85470867,0.89426495
1,0.99202717,0.99773596,1,0.889107636
1,0.980995666,1,1,0.888357723
1,0.968803791,1,1,0.890473233
1,0.957217737,1,1,0.892712249
1,0.947521723,1,0.99779955,0.893308603
0.47619048,0.677540507,1,0.85024574,0.320016252
0.81081081,0.655403029,1,0.92257514,0.943203017
0.72580645,0.610785192,0.998581792,0.89354327,0.925053332
1,0.730636293,0.977973786,0.93840485,0.933002826
0.56628057,0.614703804,1,0.88737464,0.355190944
0.61677187,0.565988317,0.98503983,0.82785871,0.53937931
1,0.734924488,1,0.95492202,1
0.7761194,0.755536468,0.996773712,0.92454743,0.664609139
0.98605732,0.877774094,0.88652076,0.86432334,0.898677762
0.99787686,0.9698829,0.883995147,0.8078058,0.938876175
0.96245734,1,0.875810092,0.89799652,0.96379898
0.94639376,1,0.925096524,0.97165726,0.948048654
1,1,0.920587271,0.95496179,0.911730248
1,1,0.898269396,0.93107068,0.878027091
1,1,0.885500261,0.91854184,0.882196565
1,0.994931438,0.96154874,0.98858024,0.891047031
1,0.970589301,0.995145823,1,0.894379334
1,0.948065248,0.929664309,0.93439181,0.893207327
1,0.930108387,0.942320184,0.89371306,0.892428096
1,0.918269142,0.986126218,1,0.892601085
1,0.912996069,1,1,0.893213327
1,0.913829705,1,1,0.893618285
1,0.91965929,1,1,0.892882185
1,0.92897776,1,0.86558121,0.892977833
0.58208955,0.730287754,0.980828814,0.87487998,0.528635699
0.69090909,0.647339864,0.952997014,0.83824636,0.666861222
0.13529412,0.321955784,1,0.75210238,0.059723958
1,0.537470943,0.987978706,0.76936213,1
0.8372093,0.635852582,1,0.86326199,0.799022735
0.57731959,0.591085376,0.988601213,0.87931765,0.40519471
0.33333333,0.444319841,0.962143619,0.73664496,0.307556705
0.94754098,0.652628114,1,0.91033742,1
0.78064516,0.728155484,0.91716818,0.8354235,0.926788047
0.98461539,0.883328608,0.902694486,0.81173968,0.819740071
0.68987342,0.840975091,0.873745591,0.83201131,0.691427167
0.9009901,0.902439623,0.922874756,0.93447017,0.923372574
1,0.98322012,0.920816897,0.94968986,1
1,1,0.903358219,0.94294172,1
1,1,0.893535129,0.93951892,0.980371084
1,1,0.950263496,0.99197682,0.920940352
1,1,0.976199799,1,0.882844203
1,0.987906234,0.927563854,0.95588249,0.882024309
1,0.961842021,0.936423219,0.92383021,0.891203676
1,0.939298,0.970577669,1,0.894611988
1,0.922693957,0.999984667,1,0.8932822
1,0.913096261,1,1,0.892679913
1,0.910502808,1,1,0.892887003
1,0.914062926,1,0.78387392,0.893324551
0.91549296,0.880135487,0.892273262,0.90725412,0.883758615
0.96078431,0.883563378,0.951846242,0.75002786,0.873736494
0.75925926,0.791752959,0.999171325,1,0.852141347
0.95789474,0.829976989,0.9414741,0.85449083,0.860979642
0.86554622,0.819354889,1,0.8173824,0.864035334
0.88888889,0.828229393,0.976191008,0.82533044,0.864133672
1,0.893783616,0.945822557,0.99654093,0.89883773
1,0.942853729,0.950965273,0.97836006,0.891499721
0.98426323,0.968280288,0.94237511,0.97071822,0.879872584
0.83995187,0.910130087,0.854450324,0.78946819,0.870130137
0.94405594,0.914532695,0.898458159,0.91317437,0.864194417
0.99895013,0.941711845,0.962846635,1,0.893826494
1,0.95848025,0.957992586,0.98636587,0.895714175
1,0.966334324,0.941754881,0.96854739,0.892420303
1,0.967948503,0.931485369,0.95953158,0.892596725
1,0.965501252,0.97247168,0.99639338,0.893634279
1,0.960918862,0.991047064,1,0.894592895
1,0.955749561,0.953164581,0.96730178,0.89425879
1,0.951113393,0.958488915,0.94344119,0.893842017
1,0.947705955,0.983552577,1,0.893928028
1,0.945846729,1,1,0.89405805
1,0.945552735,1,1,0.894358027
1,0.946610489,1,1,0.893893334
1,0.9486345,0.986415983,0.8228576,0.893536386
0.90243902,0.902542439,0.911103764,0.91929209,0.884697836
0.78048781,0.809828602,0.899516524,0.71239536,0.870728717
0.73239437,0.722533281,0.984714975,0.97758475,0.825328106
0.80434783,0.702863035,0.910361888,0.81025065,0.830551624
1,0.796070187,0.971187121,0.84630921,0.923710799
0.77419355,0.760149305,0.974211134,0.84957136,0.825327407
0.80701754,0.755231191,0.940324718,0.94134242,0.794631313
1,0.852671958,0.940364894,0.95360528,0.951898232
1,0.925964155,0.904805478,0.92754346,0.973059416
1,0.97675818,0.869726648,0.86349431,0.953431354
1,1,0.920603599,0.96447436,0.916995153
1,1,0.969819295,1,0.888942126
1,1,0.965988366,0.99666564,0.883338928
1,1,0.953469894,0.9802285,0.890482107
1,0.997195716,0.945433562,0.97174709,0.894664227
1,0.979412085,0.974311461,0.99811242,0.895105877
1,0.961937769,0.987684293,1,0.894067747
1,0.946888662,0.960471025,0.97609859,0.893522686
1,0.93564127,0.963827976,0.95848474,0.893842676
1,0.928836598,0.982117443,1,0.894734288
1,0.926469125,0.996986618,1,0.894802914
1,0.928033898,0.997888704,1,0.8945458
1,0.932680949,0.998702421,1,0.89413497
1,0.939341254,0.959456074,0.84355088,0.894245309
0.69306931,0.793806285,0.861857344,0.83314954,0.718272359
1,0.845014976,0.855046758,0.74547324,1
1,0.889550306,0.955441988,1,1
1,0.926243658,0.956523091,0.94131519,0.99883804
0.90476191,0.906765803,0.941874525,0.84404936,0.870076631
1,0.939847484,0.96499275,0.89995253,0.867913748
0.66666667,0.796377296,0.993378859,0.9514743,0.638880532
1,0.858127381,0.990504624,0.9638291,1
0.96659708,0.88931448,0.95939758,0.93764364,1
0.96124031,0.909593594,0.928053812,0.88595034,1
0.58571429,0.736732319,0.960872296,0.8705094,0.548004625
0.88967972,0.762436816,0.990684179,0.93756496,1
1,0.841577249,0.98680835,0.96208293,1
1,0.902408554,0.976202384,0.96820457,1
1,0.946896449,0.968200175,0.97100326,0.971060336
1,0.976005285,0.989534844,0.99482183,0.887084399
1,0.992292356,0.999183017,1,0.869167289
1,0.998260786,0.977506895,0.98137534,0.896572036
1,0.996473629,0.979331346,0.96869173,0.898013145
1,0.989424452,0.992680591,1,0.893096303
1,0.979421534,1,1,0.891858718
1,0.968464926,1,1,0.893576967
1,0.958135393,1,1,0.895049391
1,0.949535889,0.901380681,0.80458053,0.895816419
0.921875,0.90433412,0.91552929,0.93090805,0.887710606
0.97297297,0.898454494,0.906423612,0.83145223,0.879819815
0.6875,0.755262243,0.9633547,0.94211146,0.73089929
0.97435897,0.799991721,0.939442521,0.89543412,1
0.98529412,0.847618483,0.955850018,0.88637432,1
0.90789474,0.850763159,0.959663187,0.81786227,0.903346684
0.86363636,0.834730862,0.98552724,1,0.795549413
0.72757848,0.758956922,0.962920827,0.91681129,0.761827378
0.91044776,0.799038309,0.938337033,0.90864956,0.841145646
0.99629158,0.876293266,0.909196143,0.79938738,0.945470436
0.99216301,0.932637398,0.928601218,0.96704384,0.952761166
0.99137172,0.970280711,0.984720103,1,0.93049363
1,0.996813546,0.982448433,1,0.902424129
1,1,0.97502983,0.99103212,0.883438842
1,1,0.969664418,0.98565471,0.889632231
1,1,0.984554372,0.99942388,0.894422714
1,0.989234598,0.991578584,1,0.896587719
1,0.974731713,0.976740586,0.98698912,0.895405081
1,0.960508719,0.978031995,0.97732842,0.894712483
1,0.948330684,0.987692179,1,0.895108576
1,0.939308014,0.995458252,1,0.89568912
1,0.933939772,0.996033616,1,0.895923218
1,0.932208709,0.996568557,1,0.895207718
1,0.933687912,0.897158958,0.8350311,0.895315334
0.55789474,0.717285462,0.92120531,0.85630657,0.48317948
0.95384615,0.763114733,0.841154205,0.74896263,1
0.87142857,0.766985627,0.967681501,0.97275477,1
1,0.843073733,0.95346306,0.93563283,0.963227239
0.91860465,0.864967443,0.942760633,0.88400629,0.887993552
1,0.924675397,0.94016696,0.84716707,0.863174604
0.97701149,0.956817915,0.933516461,0.96507192,0.874706019
0.91566265,0.944426594,0.97100638,0.97612531,0.879222632
0.93070216,0.938856413,0.974803167,0.96459803,0.878827326
0.96928412,0.949561983,0.948939792,0.85877751,0.875463623
0.83168317,0.884060581,0.954082627,0.93994426,0.872365813
0.02636783,0.430423675,0.995665014,0.7629324,-0.385734607
1,0.593809307,0.993617901,0.89019268,1
1,0.727280354,0.987703739,0.94222508,1
1,0.833836388,0.983616988,0.96573628,0.94367345
1,0.915103076,0.99372759,0.98888391,0.790071697
1,0.972711325,0.998409211,0.99763728,0.886447743
1,1,0.987325917,0.98789747,0.935482712
1,1,0.987752291,0.98189163,0.949726973
1,1,0.994387389,1,0.932904077
1,1,0.999690022,1,0.907554044
1,1,0.999918757,1,0.888676126
1,0.99271922,1,1,0.88939232
1,0.974354225,0.899283059,0.76304123,0.894366247
0.90601504,0.910747279,0.932233876,0.9632511,0.888328604
0.68047337,0.751550713,0.838511099,0.75551632,0.758520819
0.88709677,0.742678262,0.966685495,0.97117804,0.827341135
0.72614108,0.666727009,0.923344385,0.86380768,0.864291907
0.64253394,0.581700799,0.923173558,0.81827928,0.705325866
1,0.711343467,0.916098077,0.83652967,1
0.93103448,0.786271598,0.893984145,0.92054655,1
0.82300885,0.795039892,0.924698332,0.92824893,0.708003512
0.64556962,0.71713403,0.925635072,0.88332748,0.566501818
1,0.838298257,0.875771637,0.82005539,1
1,0.929665875,0.922331541,0.72550941,1
0.93611358,0.961028519,0.965426473,1,0.874924427
1,1,0.965241719,1,0.795956268
1,1,0.962202101,1,0.930242953
1,1,0.959824385,0.99410628,0.966774315
1,1,0.968621912,1,0.963214509
1,1,0.973339662,1,0.934122054
1,0.985113493,0.96615827,0.99162096,0.905241332
1,0.963701569,0.967480528,0.98545045,0.888059997
1,0.945032505,0.973413185,1,0.891769904
1,0.930937188,0.978366824,1,0.895693709
1,0.922261483,0.979523817,1,0.897394311
1,0.919064337,0.980625085,1,0.896102091
1,0.9208207,0.882399219,0.80247192,0.895330258
0.94736842,0.9005019,0.853244779,0.90222867,0.890764181
0.94964029,0.891390076,0.850499184,0.85486002,0.886016561
1,0.914665351,0.911588957,0.96878182,0.896183014
1,0.936452131,0.874476457,0.89957652,0.897154786
0.9765625,0.94238828,0.98049594,0.98064545,0.891647546
1,0.959020741,0.955721596,0.91581643,0.895897886
0.53741497,0.741478172,0.912290511,0.832378,0.44232493
0.41836735,0.526443458,0.895049636,0.72907734,0.413752592
0.96685083,0.651375633,0.998681801,0.92907257,1
0.61952862,0.585880541,0.957780345,0.78248097,0.708711685
0.6025641,0.540113472,0.970639093,0.658616,0.621558902
0.984,0.705190748,1,0.99151883,1
1,0.843315204,1,0.99216227,1
1,0.945415012,1,0.99063702,0.970854751
1,1,1,0.9895118,0.826225858
1,1,1,0.99833634,0.870844427
1,1,1,1,0.93007668
1,1,1,0.99208749,0.944922146
1,1,1,0.98736945,0.932908825
1,1,1,0.99989098,0.910514145
1,0.990570158,1,1,0.893241266
1,0.963863131,1,1,0.890043747
1,0.941294784,1,1,0.894944132
1,0.924531804,0.921897354,0.83760655,0.897097124
0.98181818,0.905393967,0.901414452,0.92356524,0.892295231
0.91061453,0.860384774,0.905882079,0.88259446,0.887196542
0.59006211,0.676230931,0.947816536,0.87889058,0.623841989
0.57674419,0.544957646,0.910139503,0.77218847,0.638839131
0.81666667,0.584091412,0.983671854,0.88115287,0.813310255
1,0.721426144,0.955437743,0.78322275,0.989349484
1,0.837155944,0.916173523,0.8312507,1
0.99821906,0.926813721,0.921771678,0.97009014,0.971369337
0.99333675,0.988452886,1,0.93777301,0.929255804
0.80640855,0.935809829,0.951948291,0.81698454,0.879117082
0.90652557,0.939240848,0.965552131,0.84408226,0.871366762
0.99234516,0.976877817,1,1,0.897062304
1,0.999644452,1,1,0.902193074
1,1,1,0.99972197,0.897866326
1,1,0.996249264,0.99144113,0.894313239
1,0.989600359,1,0.99895608,0.894798905
1,0.974040167,1,1,0.896169615
1,0.958058307,0.996854068,0.99110377,0.897172347
1,0.944099014,0.996554632,0.98666846,0.897947181
1,0.933682505,0.999959135,0.9990679,0.897307561
1,0.927480422,1,1,0.89723932
1,0.925538498,1,1,0.896981979
1,0.927489007,1,1,0.897638435
1,0.932609143,0.932660995,0.86782815,0.897409759
0.93251534,0.906779337,0.898939293,0.91259259,0.893301917
0.9796748,0.914046444,0.904154116,0.83075477,0.889463504
0.99356913,0.92946239,0.955078758,0.92423088,0.890413387
0.84379172,0.870221226,0.892053909,0.8907002,0.887666361
0.96226415,0.886597386,0.994273305,0.9816732,0.885460391
1,0.9198174,0.972974277,0.8704116,0.89796713
1,0.945303957,0.942965563,0.89226206,0.897034283
0.90277778,0.915830811,0.939872227,0.95620651,0.893536393
0.92619926,0.904441746,0.954877466,0.88746171,0.889491306
0.99453552,0.92892715,0.948750255,0.87361894,0.891937784
1,0.948843313,0.982686708,0.91163237,0.898132603
0.82857143,0.878067749,1,1,0.894359819
1,0.908206142,1,0.99713943,0.897707498
1,0.930792859,1,0.99323006,0.896232896
1,0.946941263,0.996514318,0.98839264,0.897859174
1,0.957536604,1,0.99741475,0.897947372
1,0.963735176,1,1,0.898230962
1,0.966547198,0.997037417,0.99042098,0.897900778
1,0.966901778,0.996716898,0.98636398,0.89770604
1,0.965634893,0.999757934,0.99828126,0.897893041
1,0.963472099,1,1,0.897871169
1,0.960995018,1,1,0.897828325
1,0.958617326,1,1,0.897708043
1,0.956573659,0.933257278,0.8788988,0.898333626
0.94690266,0.929098634,0.917486764,0.93047885,0.89491286
0.99107143,0.930815986,0.924037192,0.86788308,0.891702011
1,0.93765604,0.938661567,0.91930394,0.898360643
1,0.944149096,0.926566215,0.9444234,0.898454833
0.93617021,0.918758682,1,0.99020408,0.895077335
1,0.932056767,0.989644493,0.9003125,0.897489549
1,0.943148188,0.945342233,0.90147219,0.898041428
1,0.951893525,0.952087982,0.97546025,0.898241502
0.4494382,0.691690127,0.977193487,0.80262898,0.25611857
1,0.77023591,0.971104241,0.85400624,1
1,0.837121631,0.96020303,0.87645314,1
0.975,0.880143985,1,1,0.969505764
1,0.92658029,1,1,0.848961791
1,0.960990726,1,0.99755256,0.866098177
1,0.984562871,1,0.99226567,0.920628357
1,0.996813117,1,0.99841833,0.933701446
1,1,1,1,0.927175511
1,0.997968674,1,0.99237133,0.912273671
1,0.990766548,1,0.98910043,0.900394042
1,0.980929306,1,0.99858037,0.894002201
1,0.97017646,1,1,0.897377001
1,0.959937949,1,1,0.898091968
1,0.951269852,1,1,0.899050806
1,0.944827726,0.947647088,0.89171748,0.898127845
1,0.94089718,0.945493966,0.95460131,0.898219195
1,0.939453483,0.950294387,0.89924712,0.898402702
1,0.94022741,0.956958929,0.93423466,0.898394413
1,0.943518207,0.930270251,0.94251098,0.898193867
1,0.947352346,1,1,0.898162306
1,0.951798991,0.999194452,0.9232823,0.898392611
1,0.95578393,0.965628173,0.9205798,0.898117148
1,0.959426354,0.964505011,0.87981148,0.89842412
1,0.962512207,0.994969414,0.97286058,0.898205155
0.96078431,0.945533961,0.984931724,0.92460322,0.895898704
0.80813954,0.858688158,0.961494325,0.86511418,0.893522943
0.75490196,0.770122226,1,0.95904775,0.853524366
0.93023256,0.795101928,1,0.96217261,0.860929519
0.94017094,0.8250564,0.994110384,0.96428873,0.87232282
0.73513514,0.752473753,0.991704895,0.91378395,0.836405164
0.82352941,0.747017457,0.987381492,0.92316042,0.846866311
0.99440746,0.832525934,0.990144732,0.96949787,0.930886313
0.95744681,0.881993285,0.982494114,0.96888248,0.944036522
0.71929825,0.802469811,0.982457066,0.91033457,0.762446105
1,0.880635717,0.986076135,0.96601093,1
1,0.938283929,0.990331392,0.99045145,1
1,0.977093366,0.991300751,0.99630086,1
1,0.999636756,0.992101443,0.99847749,0.922768574
1,1,0.939081078,0.90744024,0.859819267
1,1,0.937342357,0.96165113,0.895910965
1,1,0.9413795,0.91505524,0.911206471
1,0.988483819,0.949831116,0.94980542,0.913101127
1,0.974773393,0.928560747,0.95265935,0.90690701
1,0.961570464,0.994568623,1,0.89930867
1,0.950196375,0.984077125,0.93639203,0.894554371
1,0.941839531,0.956826421,0.93668067,0.897252899
1,0.937063955,0.955138038,0.90776854,0.898229846
0.63934426,0.760537147,0.970337938,0.8855552,0.63406305
0.96261682,0.791736132,0.935428686,0.86678216,1
0.88372093,0.786378244,0.914051026,0.84862687,1
0.91304348,0.805176653,0.9924122,0.99120081,0.93233349
0.98214286,0.860021486,0.993427111,0.98638114,0.842077784
0.9949495,0.912550445,1,0.95104972,0.888317141
1,0.955469655,0.96821268,0.97172109,0.932627082
1,0.985731513,1,1,0.948559616
0.39473684,0.708515389,1,0.87554009,0.128939094
1,0.79875644,1,0.88717385,1
0.98994413,0.865399732,1,0.9654757,1
1,0.920483448,1,0.98533217,1
1,0.959076751,1,0.99683875,0.877837908
1,0.983230714,1,0.99854203,0.850835631
1,0.995386633,1,0.99922349,0.911955844
1,0.99815565,0.96418294,0.92162489,0.92437269
1,0.994158545,0.961227351,0.96444167,0.922249718
1,0.985888718,0.963110844,0.92616849,0.91167565
1,0.975584485,0.969154895,0.95647271,0.902576339
1,0.9651676,0.950656491,0.95940335,0.897614442
1,0.955931877,1,1,0.897840273
1,0.948695549,0.994383518,0.94881903,0.899244597
1,0.943924522,0.971659678,0.94786929,0.899166319
0.62926829,0.762042809,0.9594101,0.79033584,0.618147531
0.81147541,0.720795434,0.965820127,0.90028082,0.844986962
1,0.791472877,0.924949026,0.87485642,1
1,0.853578158,0.919605829,0.88541154,1
1,0.905942042,0.999876519,1,1
1,0.947531502,1,1,0.934170426
0.93288591,0.944941242,1,0.95691552,0.886652836
0.8988764,0.924307362,0.975332344,0.95535167,0.878568642
0.703125,0.811702974,1,0.83316053,0.813712003
0.43575419,0.598416803,1,0.86865343,0.509601215
0.48958333,0.472286764,0.999765499,0.77923361,0.577009163
0.71323529,0.501733515,1,0.85234106,0.734216779
1,0.676538891,1,0.93099817,1
1,0.815811096,1,0.96988021,1
1,0.921503138,1,0.98564034,0.990176841
1,0.995428982,1,0.99300906,0.947264831
1,1,0.972118445,0.93452033,0.917903836
1,1,0.969618718,0.97087191,0.903056115
1,1,0.970915733,0.94092425,0.89719199
1,1,0.974619922,0.96323605,0.898344108
1,1,0.960019844,0.96755587,0.899501618
1,1,1,1,0.899139368
1,0.982231892,0.994257005,0.9592268,0.899146044
1,0.958204556,0.970497807,0.89130738,0.899362453
0.93377483,0.907808779,0.926026603,0.84737058,0.899044981
0.73469388,0.775244011,0.968233416,0.93571341,0.823455955
0.89423077,0.759069549,0.92949064,0.88310842,0.834402318
0.97674419,0.797233941,0.922604262,0.89664041,0.907214081
0.67164179,0.68856234,0.984497393,0.94095387,0.639681658
0.98529412,0.769968281,0.974145957,0.95444742,1
1,0.84816428,0.976517154,0.94071097,1
1,0.913792192,0.970939937,0.93080872,1
1,0.964584126,1,0.83592501,0.998864833
1,1,0.998035644,0.96047156,0.926727071
1,1,0.997525983,0.95722151,0.895360189
0.9589491,1,0.999903798,1,0.889942832
1,1,1,1,0.901867769
1,1,1,1,0.902382187
1,1,1,1,0.900500202
1,0.986757805,1,1,0.898855384
1,0.971905317,0.97546174,0.94716216,0.899077812
1,0.958185506,0.973529756,0.97753046,0.899544984
1,0.946666214,0.97422474,0.94997804,0.899745731
1,0.937895008,0.976348487,0.97111518,0.899864885
1,0.932556707,0.964207091,0.97268956,0.899083198
1,0.930753899,0.99743524,1,0.899437535
1,0.932268493,0.991927708,0.96389492,0.89956159
1,0.936384627,0.960029454,0.90256659,0.899393419
0.45977012,0.683000071,0.888927395,0.73112583,0.284243954
1,0.760863576,0.966184963,0.9308234,1
0.89552239,0.7798598,0.950638771,0.9004441,1
0.72093023,0.718447148,0.932809684,0.80334119,0.641490328
1,0.814671123,0.998212291,0.99307127,1
1,0.892724422,0.993184573,0.98686527,1
1,0.952020048,0.993906532,0.96259636,1
0.82608696,0.90881107,0.980392331,0.91079485,0.782959153
0.70909091,0.816273614,1,0.7859865,0.725523183
0.97058824,0.871212189,0.999429315,0.91988281,0.996622562
0.82572614,0.841118616,0.982762418,0.89694387,0.904092756
1,0.900570225,0.995200517,0.99819541,0.847332353
1,0.942396231,0.996395832,1,0.901585091
1,0.969147333,0.997842456,1,0.918617966
1,0.983589064,0.998191459,1,0.925859693
1,0.988529356,0.998510927,1,0.920124257
1,0.98668494,0.97651614,0.95557326,0.910966755
1,0.980562618,0.974889969,0.98045817,0.905148548
1,0.972350509,0.975382324,0.95833562,0.901598551
1,0.963978853,0.977160718,0.9753966,0.898386966
1,0.956856665,0.966880223,0.97717357,0.900271363
1,0.951047449,0.993988674,1,0.900443906
1,0.947109491,0.989852669,0.97102506,0.899771941
1,0.945411592,0.956203072,0.82745457,0.899496427
0.94642857,0.919934329,0.904817473,0.88279278,0.903046921
0.95918367,0.909270503,0.94395149,0.97132573,0.89957512
1,0.923752926,0.949709162,0.9163017,0.899637495
0.95283019,0.914591159,0.94524055,0.90818318,0.902043846
0.69411765,0.785374064,0.994442328,0.96043916,0.764954719
0.87096774,0.778752803,0.98431857,0.94171947,0.789578883
0.9009434,0.795433074,0.944957319,0.8956421,0.84674906
0.93069307,0.828421733,0.973185801,0.88038984,0.883670656
0.81889764,0.803522173,0.982062217,0.84197827,0.901359392
0.76061776,0.760238629,0.950662479,0.87036535,0.861768503
0.97385621,0.834929019,0.982059096,0.93106139,0.890541273
1,0.905899997,0.992267833,1,0.917640212
1,0.957699643,0.993259892,1,0.922506759
1,0.992140647,0.994442045,1,0.918173295
1,1,0.994855678,1,0.910741322
1,1,0.995254339,1,0.904844248
1,1,0.978254111,0.9614544,0.901824066
1,1,0.976880262,0.98412917,0.90069254
1,0.992922787,0.976761131,0.96579516,0.899649243
1,0.978638586,0.978248969,0.98053518,0.899548337
1,0.964758302,0.970248038,0.98187791,0.899968013
1,0.952501275,0.991286829,1,0.900094714
1,0.943114662,0.987999108,0.97482307,0.902710925
1,0.937942789,0.950756117,0.84862554,0.900768376
0.91780822,0.896280024,0.911068833,0.89017175,0.900529837
0.7037037,0.766035396,0.936951775,0.91195041,0.790023884
0.49019608,0.572739647,0.929060957,0.76670597,0.574207511
0.94029851,0.65752197,0.924423853,0.80198754,1
0.91304348,0.722093175,0.949108615,0.9651394,0.992218332
0.96444444,0.80573713,0.953963133,0.96702023,0.856845628
0.57954546,0.691230706,0.933817606,0.83774607,0.494481024
0.99606299,0.810030746,0.937867634,0.85692377,1
1,0.905400305,0.988038607,0.86624606,1
0.9995656,0.974438486,0.963234284,0.96181703,0.952368509
0.99545455,1,0.992514802,0.98160989,0.80161452
0.99751106,1,0.999839794,1,0.882729633
1,1,1,1,0.944388178
1,1,1,1,0.967948861
1,1,1,1,0.958490246
1,1,1,1,0.936445718
1,0.988934421,0.985861845,0.96806202,0.921545271
1,0.96799813,0.983997646,0.98674516,0.907250179
1,0.948767601,0.983390419,0.96968915,0.904394634
1,0.934220736,0.984317727,0.98307058,0.904605001
1,0.925216547,0.976770752,0.9833819,0.905177364
1,0.921014602,0.995550909,1,0.905114319
1,0.920992344,0.992359446,0.97737813,0.903248248
1,0.924763815,0.947841797,0.86146281,0.905166951
0.72142857,0.800789311,0.880100251,0.81196126,0.772431494
0.60473588,0.658582463,0.95337633,0.79722195,0.677120373
0.84732824,0.67698443,0.940654601,0.86607361,0.847722595
0.69369369,0.631174593,0.931616146,0.79475927,0.794451921
0.74204947,0.631147082,0.954942153,0.91511956,0.77846038
0.90666667,0.72020462,0.952917276,0.87365503,0.834284452
0.92857143,0.806583333,0.943236446,0.93311857,0.874715468
0.96219931,0.890666616,0.944146456,0.90551915,0.902900683
0.9681112,0.954289588,0.981357609,0.89195398,0.913567233
0.98355969,1,0.961191727,0.96395337,0.9129961
0.66876972,0.881239415,0.981561071,0.9035029,0.690821459
0.87750295,0.881137204,0.982162253,0.95675443,0.885689753
1,0.933369378,0.983630147,0.98316238,1
1,0.966455354,0.985522478,0.99509968,1
1,0.983908282,0.986282695,0.99800886,1
1,0.989586268,0.987011859,0.99917928,0.994588454
1,0.987339891,0.973288307,0.96991086,0.948670258
1,0.980338287,0.971970537,0.98733402,0.922038224
1,0.970420805,0.971837926,0.97199187,0.912840058
1,0.96029347,0.973774393,0.98455591,0.909686952
1,0.951279128,0.968300762,0.98455135,0.908958614
1,0.944474088,0.985400124,0.99950665,0.908787802
1,0.940324088,0.983353052,0.97912944,0.909749503
1,0.939082823,0.938892862,0.83944903,0.911996163
0.92561984,0.906224279,0.872115131,0.82877785,0.909726235
0.65014577,0.756156832,0.925538842,0.84033071,0.71528666
0.75565611,0.698316488,0.92939771,0.83241894,0.736799774
0.98333333,0.770269099,0.890432018,0.85152232,0.989503294
0.86574074,0.779724322,0.945578371,0.96865492,0.982220726
0.95940959,0.836982187,0.950514732,0.91510869,0.954237717
0.72413793,0.775085428,0.949366881,0.90586162,0.772412021
0.73387097,0.73636081,0.950068365,0.85223699,0.777858013
0.94521605,0.809741759,0.982064825,0.87878348,0.900546088
0.93120805,0.861446848,0.959712769,0.89429072,0.933961691
0.88443018,0.877976314,0.959007034,0.94076299,0.939165676
0.94117647,0.914220266,0.985199261,0.99575922,0.930137152
1,0.964834035,0.986341873,0.99891703,0.920743083
1,0.99686309,0.987753849,1,0.91520054
1,1,0.988218917,1,0.912919316
1,1,0.98867276,1,0.912401248
1,1,0.977194227,0.97645889,0.912235902
1,1,0.976012905,0.98998767,0.912213521
1,0.98787761,0.976128355,0.97868565,0.908926212
1,0.973219932,0.978053479,0.98705144,0.91226789
