truth_values,adarel,svr,rf
0.981440238,0.990334935,0.995170278,0.98498305
0.991313789,0.988076035,0.992862541,0.989701359
0.996791444,0.989089614,0.995809362,0.992526692
0.983606557,0.991352889,0.997673812,0.98643836
0.998533007,0.989069317,0.993418759,0.988010962
0.984375,0.991350936,0.998629597,0.986388087
0.258377425,0.989132506,0.993869974,0.986572749
0.994456763,0.986811152,1.003984355,0.994231191
0.991988347,0.989131972,0.997305427,0.996112879
0.991080278,0.990025788,0.996430897,0.994248892
0.984313725,0.990349721,0.996128626,0.992933666
1,0.988428102,0.99393995,0.861846967
0.998102467,0.990770029,0.999297356,0.995276164
0.993046776,0.993088119,0.998620514,0.995862857
1,0.992944188,0.996822202,0.993508938
1,0.995256504,0.999233399,0.995280433
1,0.996754117,0.999233399,0.995284737
1,0.997778808,0.999233399,0.995289817
0.996740548,0.998479919,0.999233399,0.995293604
0.824561404,0.997927074,0.998089725,0.993267361
0.994346023,0.995560841,0.968068389,0.948188804
0.99125205,0.995171496,0.997152513,0.995370331
0.996130031,0.993924644,0.996284094,0.993317051
0.99840891,0.994617103,0.997927059,0.790904159
0.940054496,0.995812449,0.998712937,0.993720872
0.988475177,0.993433217,0.982118925,0.981449227
0.998839907,0.991855589,0.995207759,0.974842981
0.987893462,0.994060191,0.998818361,0.998003959
0.946587537,0.992101063,0.995234982,0.990395959
0.199623352,0.989691635,0.983324212,0.989680601
0.978290366,0.987264463,1.000298258,0.996834567
0.982871126,0.984813574,0.991996903,0.740822548
0.991611744,0.984183102,0.993568504,0.987498972
0.447445255,0.986520342,0.996131009,0.993339424
0.949466592,0.984017738,0.998364554,0.994179682
0.999230177,0.981482597,0.984151397,0.974027844
1,0.984021379,0.998734462,0.997029296
0.985294118,0.986568566,0.999056353,0.995293421
0.507802341,0.98615134,0.994176545,0.992117252
0.228346457,0.983558434,0.992395971,0.991711538
1,0.980932268,0.999483918,0.985469558
1,0.983561991,0.998644616,0.9952844
0.965517241,0.986200228,0.998644616,0.995288707
0.568974229,0.983528756,0.988334865,0.985102662
0.972936401,0.980824471,0.984830556,0.968966546
0.992569044,0.9783067,0.99061597,0.990669405
0.9964976,0.981056735,0.996550788,0.960954874
0.989649224,0.983818094,0.997879528,0.9939763
0.994559304,0.985648876,0.995529082,0.988151135
0.987430613,0.988424215,0.997159147,0.995461121
0.99347079,0.988097684,0.994973729,0.990845431
0.984053714,0.989787549,0.996890543,0.996127028
0.991304348,0.987960808,0.993783787,0.97430844
0.991798107,0.989007657,0.996104361,0.992411801
0.991183643,0.989880325,0.996240867,0.990174051
0.989393376,0.990282773,0.996099607,0.99348515
0.989644013,0.989991034,0.995348885,0.990724434
0.990809125,0.989870818,0.995597411,0.988330959
0.9875,0.990157634,0.995956315,0.985295023
0.981515712,0.989305655,0.994568819,0.990266271
0.984718243,0.986827137,0.992915995,0.99077574
0.928571429,0.986145659,0.993595974,0.979559096
0.900826446,0.983257589,0.978571563,0.988522427
0.991202346,0.980337401,0.973061715,0.95592402
0.028901734,0.983259005,0.996037219,0.990897983
1,0.98029643,0.999960087,0.998500333
0.470852018,0.983260109,0.998955127,0.995233035
0.985959438,0.980255686,0.994255565,0.988801742
0.975,0.982042744,0.994303346,0.990963778
0.990450205,0.979793876,0.990624938,0.981286763
0.982743745,0.982841147,0.995751319,0.921742601
0.99408284,0.982793156,0.993246771,0.984779642
0.992614476,0.985861495,0.997138021,0.993611824
0.918238994,0.987986196,0.996695465,0.96406496
0.998466258,0.984885191,0.975909771,0.986489918
0.979771537,0.987973183,0.998721902,0.9965812
0.99000476,0.985386326,0.992188993,0.991666423
0.990665111,0.986813789,0.995761466,0.990562321
0.997904662,0.988012467,0.99577742,0.975734313
0.992919757,0.990932161,0.998537023,0.981811766
0.99505277,0.991546929,0.996619926,0.991991894
0.995423957,0.992741036,0.997491544,0.995855759
0.993953137,0.993584154,0.997637091,0.995026422
0.995224451,0.993694148,0.99704897,0.997578043
0.936507937,0.994171842,0.997588435,0.992818232
1,0.991029646,0.979991298,0.979922011
1,0.993842723,0.999281871,0.994803498
1,0.995797995,0.999281871,0.994808329
0.95,0.997124466,0.999281871,0.99481422
1,0.994001575,0.98337218,0.986928663
0.956521739,0.995872464,0.999259047,0.99477451
0.978021978,0.992743821,0.985549026,0.980027206
0.994444444,0.989567404,0.991633423,0.94314018
0.985636856,0.991191357,0.996894555,0.995176608
0.987228004,0.989371582,0.994090513,0.988762987
0.989994869,0.988681528,0.994667886,0.988945487
0.987064983,0.989084425,0.995472648,0.989481121
0.994641262,0.988435847,0.99466211,0.986595619
0.968629234,0.990373233,0.997332072,0.855660842
0.9838818,0.987183821,0.988696152,0.978239757
0.979461756,0.986274867,0.99361818,0.988999394
0.995288575,0.983990774,0.992082157,0.991616948
0.986350575,0.987208451,0.997566411,0.993389935
0.980846774,0.986942399,0.994454857,0.988926983
0.98782138,0.985130129,0.992591727,0.992248257
0.943019943,0.985911116,0.994862553,0.990323477
0.98173516,0.982613129,0.98150981,0.895154594
1,0.982317017,0.992833127,0.989881344
0.990929705,0.985506942,0.999235777,0.994753029
0.986277873,0.987076285,0.995939837,0.906388024
0.692307692,0.986828503,0.994383198,0.988187528
1,0.983938134,0.968304725,0.984664384
0.681818182,0.986726054,0.998974421,0.994733542
1,0.983908216,0.9726954,0.987154674
0.989795918,0.986717865,0.999206263,0.994410227
0.993948563,0.987517362,0.995722007,0.990450909
0.976439791,0.989203653,0.996824146,0.996724927
0.986784141,0.986363543,0.991568699,0.984129085
0.955182073,0.986460765,0.994592078,0.98362038
1,0.983596488,0.984950584,0.983287706
0.860294118,0.986452304,0.999154639,0.994421928
1,0.983566053,0.969939559,0.974480969
0.98537859,0.986443756,0.998921869,0.994277721
0.982917214,0.986148606,0.994053461,0.892060329
0.983248361,0.985280995,0.993555608,0.988123901
0.990375361,0.984729179,0.993613818,0.985657673
1,0.986205071,0.995946626,0.985848475
0.985714286,0.989111836,0.999127169,0.994270782
0.993464052,0.988203149,0.994436696,0.98633241
0.992592593,0.989580719,0.996987304,0.992291888
1,0.990365523,0.996529594,0.94861963
0.99078341,0.992900726,0.999075588,0.994262415
1,0.992333782,0.995953791,0.988594428
0.993351064,0.994359577,0.999223984,0.994258368
0.99,0.994080787,0.996892969,0.994878166
1,0.992996625,0.995504016,0.989756474
1,0.994842172,0.999175031,0.994255653
1,0.99619697,0.999175031,0.994261208
1,0.997197293,0.999175031,0.994256986
0.925925926,0.997934259,0.999175031,0.994262388
0.959459459,0.994999138,0.97875388,0.980371574
0.959574468,0.992058679,0.986209167,0.79060336
0.96214511,0.989106348,0.986647523,0.903527856
0.991489362,0.986139104,0.986799745,0.966184804
0.992327366,0.98753816,0.996120167,0.995644396
0.988498403,0.988790488,0.996306188,0.995154514
0.983758701,0.988701758,0.995118108,0.977253399
0.993333333,0.987384304,0.993092511,0.987841338
0.999274837,0.988943152,0.996389322,0.994434442
0.996197719,0.991787714,0.998643165,0.998434109
1,0.992885998,0.997720969,0.991092864
0.994949495,0.995021742,0.999193958,0.994201046
0.990697674,0.994995858,0.99738973,0.991312762
0.993087558,0.99376769,0.995759818,0.992815222
0.987068966,0.993540569,0.996687889,0.986286846
0.969230769,0.991746089,0.994403108,0.987940077
1,0.988798757,0.988759548,0.978655805
1,0.99175114,0.999066202,0.994190122
1,0.993930598,0.999066202,0.994204747
1,0.995567374,0.999066202,0.994211477
1,0.996697105,0.999066202,0.994216421
0.962962963,0.997565552,0.999066202,0.994220565
1,0.994555856,0.98705768,0.981217342
1,0.99600125,0.999245977,0.994194725
0.995391705,0.997045814,0.999245977,0.994200461
0.990322581,0.996605819,0.997610947,0.994708312
0.994897959,0.994934985,0.995832241,0.990593129
1,0.99491933,0.997401085,0.991801506
0.992283951,0.996260112,0.998981856,0.994201996
