Unnamed: 0,timestamp,true value,ses,arima,svr,nn,rf,gpr,prophet,silverkite,adarel
1000,2017-02-22 00:00:00,0.9681034270000001,0.909446799,0.9778050250000001,0.988478892,0.9745866980000001,0.981545808,,0.995438891,0.9795478360000001,0.9094468
1001,2017-02-22 01:00:00,0.9726753760000001,0.9378312670000001,0.9777777670000001,0.9884590860000001,0.973416068,0.9815950800000001,,0.992972104,0.9789202570000001,0.9378312660000001
1002,2017-02-22 02:00:00,0.9702809130000001,0.9547934750000001,0.9777552350000001,0.9880599210000001,0.9506705999999999,0.981689448,,0.9936009560000001,0.9791173860000001,0.954793474
1003,2017-02-22 03:00:00,0.923188377,0.9623783480000001,0.97773125,0.9885044270000001,0.9723645890000001,0.981397061,,0.995083068,0.9801749660000001,0.962378347
1004,2017-02-22 04:00:00,0.9671994580000001,0.943332232,0.977660064,0.98837469,0.9826399630000001,0.9814620470000001,,0.9955851450000001,0.9792602020000001,0.943332232
1005,2017-02-22 05:00:00,0.986348478,0.954892234,0.9776353280000001,0.98860956,0.979067624,0.981461169,,0.9894097900000001,0.9790683210000001,0.954892234
1006,2017-02-22 06:00:00,0.980388915,0.9701407030000001,0.977628185,0.9886623880000001,0.9777502100000001,0.981343146,,0.9796811670000001,0.9791230030000001,0.970140702
1007,2017-02-22 07:00:00,0.988136046,0.9751270160000001,0.9776141540000001,0.9883401410000001,0.980970376,0.9814219430000001,,0.971211814,0.977816145,0.9751270150000001
1008,2017-02-22 08:00:00,0.9846817630000001,0.9814540310000001,0.9776077110000001,0.988237384,0.9755230490000001,0.9813694020000001,,0.9679693760000001,0.9766033590000001,0.9814540310000001
1009,2017-02-22 09:00:00,0.9731615050000001,0.9830217,0.977596326,0.988302231,0.9777677020000001,0.9815709850000001,,0.970320771,0.9776877310000001,0.9830217010000001
1010,2017-02-22 10:00:00,0.980914507,0.9782321920000001,0.977573157,0.9882204870000001,0.977602516,0.981390237,,0.9739881850000001,0.977740829,0.9782321920000001
1011,2017-02-22 11:00:00,0.971945096,0.9795345440000001,0.977560427,0.988243509,0.9771952530000001,0.9814339320000001,,0.9736697510000001,0.978915603,0.9795345440000001
1012,2017-02-22 12:00:00,0.976638525,0.975849944,0.97753694,0.9883432400000001,0.982489397,0.9814256880000001,,0.969820757,0.9780596060000001,0.975849944
1013,2017-02-22 13:00:00,0.988725363,0.976232932,0.977520063,0.9883092550000001,0.9814751530000001,0.981438652,,0.9624458690000001,0.977270646,0.976232932
1014,2017-02-22 14:00:00,0.9847763420000001,0.9822979310000001,0.9775184570000001,0.9878446460000001,0.949069679,0.9813608650000001,,0.9577559330000001,0.976315456,0.9822979310000001
1015,2017-02-22 15:00:00,0.930237178,0.983500488,0.977512848,0.9880296470000001,0.964953487,0.9812983580000001,,0.9593505330000001,0.9777958480000001,0.983500488
1016,2017-02-22 16:00:00,0.9528896280000001,0.957682334,0.9774487470000001,0.987598497,0.9341340450000001,0.9812023950000001,,0.964418795,0.9775871500000001,0.9576823350000001
1017,2017-02-22 17:00:00,0.9022820380000001,0.95535382,0.9774159250000001,0.987922048,0.9556816760000001,0.9811535480000001,,0.968798283,0.9777597610000001,0.95535382
1018,2017-02-22 18:00:00,0.9403455970000001,0.929581698,0.9773328720000001,0.9875171530000001,0.977750545,0.9811552870000001,,0.970341725,0.9777841770000001,0.929581697
1019,2017-02-22 19:00:00,0.893404639,0.9348511450000001,0.977280424,0.987513724,0.92964345,0.980696706,,0.9697357230000001,0.977927211,0.9348511450000001
1020,2017-02-22 20:00:00,0.894342406,0.9149362120000001,0.977182156,0.9876338440000001,0.935399469,0.980930484,,0.968782066,0.9775205750000001,0.9149362120000001
1021,2017-02-22 21:00:00,0.9090129880000001,0.905037186,0.9770870410000001,0.9876054280000001,0.9384437520000001,0.980775637,,0.9689594170000001,0.9776601140000001,0.905037187
1022,2017-02-22 22:00:00,0.9062331730000001,0.906266267,0.977004909,0.9875953080000001,0.9379378340000001,0.9798336950000001,,0.9682162160000001,0.9774998530000001,0.906266267
1023,2017-02-22 23:00:00,0.905354443,0.906421056,0.977153962,0.988023862,0.964894251,0.980850674,,0.9642023930000001,0.9764855840000001,0.906421056
1024,2017-02-23 00:00:00,0.953618971,0.905891541,0.9771684820000001,0.9883722410000001,0.9849551590000001,0.9806863250000001,,0.9611956690000001,0.976843899,0.905891541
1025,2017-02-23 01:00:00,0.9933442440000001,0.9296374940000001,0.977137295,0.9883366290000001,0.9835637930000001,0.980890075,,0.957377852,0.975810452,0.9296374940000001
1026,2017-02-23 02:00:00,0.989265111,0.9616248260000001,0.9771463490000001,0.988333985,0.9828588570000001,0.9810395810000001,,0.9587955880000001,0.975422522,0.9616248270000001
1027,2017-02-23 03:00:00,0.988610368,0.9757473090000001,0.977151027,0.9883455120000001,0.9772143740000001,0.981113962,,0.960411117,0.97625544,0.9757473090000001
1028,2017-02-23 04:00:00,0.9895378410000001,0.982242719,0.977159663,0.988353849,0.9836466210000001,0.9808434920000001,,0.959559856,0.974024815,0.9822427180000001
1029,2017-02-23 05:00:00,0.990468149,0.9859409720000001,0.977158869,0.98743432,0.930220519,0.9794509440000001,,0.9552548710000001,0.973327778,0.9859409720000001
1030,2017-02-23 06:00:00,0.885171221,0.9882320010000001,0.9771609330000001,0.988137437,0.971318388,0.98085127,,0.9512169450000001,0.97346957,0.988232
1031,2017-02-23 07:00:00,0.9655663,0.9363607890000001,0.977053464,0.9879334820000001,0.9765457590000001,0.9806554350000001,,0.944360174,0.9727062390000001,0.9406339920000001
