,timestamp,true value,ses,arima,svr,nn,rf,gpr,prophet,silverkite,adarel
1131,2/27/17 11:00,0.972155595,0.960678825,0.972975738,0.987446751,0.972419847,0.97731093,0.927271228,0.979932117,0.97804036,0.960740788
1132,2/27/17 12:00,0.971838388,0.967352668,0.972954079,0.98758623,0.979227895,0.977202636,0.930948381,0.967790302,0.977855682,0.967261301
1133,2/27/17 13:00,0.983120938,0.969973414,0.973002264,0.987624502,0.980672002,0.976997637,0.934604067,0.964650395,0.977787869,0.969883553
1134,2/27/17 14:00,0.985986353,0.977651592,0.972996093,0.987291223,0.965611159,0.977321989,0.938987571,0.963857026,0.977660395,0.977474215
1135,2/27/17 15:00,0.961650105,0.982511142,0.972989435,0.986687661,0.944991471,0.976084035,0.943413383,0.963289343,0.977741286,0.982335222
1136,2/27/17 16:00,0.913545243,0.970342424,0.972962401,0.987163473,0.961225325,0.977244238,0.945292743,0.969487868,0.977666571,0.970494666
1137,2/27/17 17:00,0.953180172,0.93716324,0.972884201,0.986183137,0.913560806,0.95606864,0.925236903,0.974411931,0.977660423,0.937833872
1138,2/27/17 18:00,0.874819583,0.946492645,0.972841547,0.986056454,0.908934929,0.961711847,0.943532019,0.976702364,0.97762525,0.946605282
1139,2/27/17 19:00,0.864950412,0.904360505,0.972795354,0.98763995,0.985013472,0.976812743,0.937258712,0.978461299,0.977648378,0.911340748
1140,2/27/17 20:00,0.991254708,0.880915609,0.972667907,0.987616765,0.982871366,0.976735737,0.922451766,0.978215608,0.977618455,0.896179496
1141,2/27/17 21:00,0.989764295,0.945346537,0.972664327,0.987587035,0.981615566,0.977013121,0.935465263,0.978420367,0.97761352,0.950803673
1142,2/27/17 22:00,0.987403163,0.971527263,0.972658226,0.98741323,0.973159114,0.977041174,0.952236262,0.979539075,0.977609903,0.973390684
1143,2/27/17 23:00,0.973534953,0.98091492,0.972659063,0.98758624,0.981296333,0.976715794,0.959167755,0.979438553,0.977589521,0.981502532
1144,2/28/17 0:00,0.987590689,0.976581736,0.972643426,0.987598428,0.982086412,0.977014836,0.962850074,0.975272657,0.977544929,0.976896836
1145,2/28/17 1:00,0.988324997,0.983044451,0.972643789,0.98762257,0.984221412,0.976967744,0.951772147,0.973330248,0.977474165,0.983068178
1146,2/28/17 2:00,0.990249979,0.986155594,0.972639537,0.987569615,0.980021368,0.976811728,0.955693612,0.970129705,0.977408251,0.986109771
1147,2/28/17 3:00,0.986035709,0.988557107,0.97263928,0.987643185,0.983383072,0.976892085,0.929886293,0.970043684,0.977387073,0.988495634
1148,2/28/17 4:00,0.992197846,0.987076276,0.972630986,0.987633158,0.983056495,0.976991167,0.962880464,0.965525639,0.977211097,0.987076945
1149,2/28/17 5:00,0.991421947,0.990086235,0.972629603,0.987440477,0.974607962,0.977099001,0.966572738,0.957866271,0.977132106,0.990035783
1150,2/28/17 6:00,0.976025566,0.990871166,0.972630209,0.987603843,0.983741266,0.977027183,0.969985637,0.948992297,0.977032373,0.990836571
1151,2/28/17 7:00,0.989730246,0.982149874,0.972613717,0.987217752,0.9724906,0.97719103,0.97173349,0.941888163,0.977119283,0.982287258
1152,2/28/17 8:00,0.958835482,0.98660295,0.972609275,0.987509731,0.972684699,0.977140055,0.974669383,0.966064122,0.977080716,0.98658379
1153,2/28/17 9:00,0.983477166,0.970296549,0.972572525,0.987423881,0.975098406,0.97706888,0.942000527,0.968844102,0.977135208,0.970573669
1154,2/28/17 10:00,0.976763191,0.978036131,0.972561886,0.987428448,0.975741913,0.976786064,0.976592853,0.97652987,0.977154703,0.978018665
1155,2/28/17 11:00,0.97774165,0.977288706,0.97254428,0.987309361,0.970368223,0.976306495,0.94504139,0.983702173,0.977189276,0.977294504
1156,2/28/17 12:00,0.968939336,0.977554623,0.972527501,0.987353498,0.97293177,0.977028138,0.979250913,0.984292578,0.977190955,0.977552282
1157,2/28/17 13:00,0.973387483,0.972497815,0.972507392,0.987335401,0.972126928,0.97666255,0.979606682,0.984581696,0.977180971,0.972581503
1158,2/28/17 14:00,0.971969001,0.973020773,0.972493692,0.987382578,0.975126356,0.976669846,0.980322918,0.980864731,0.97717289,0.973048809
1159,2/28/17 15:00,0.97718783,0.972403494,0.972475983,0.987367043,0.975422261,0.976807794,0.980828544,0.973000317,0.977066269,0.972428087
1160,2/28/17 16:00,0.977346692,0.975213965,0.972458864,0.983953341,0.804304516,0.79406618,0.981762495,0.975224487,0.977007485,0.975173847
1161,2/28/17 17:00,0.705798135,0.976467247,0.972451678,0.979516501,0.623613119,0.784377782,0.982613701,0.972733504,0.976974631,0.976428064
1162,2/28/17 18:00,0.355604336,0.817986703,0.9721674,0.978120328,0.656721607,0.743857239,0.942633665,0.976929767,0.976939399,0.923735196
1163,2/28/17 19:00,0.261122618,0.460308432,0.971540005,0.978106833,0.471091012,0.685011248,0.665432872,0.974877491,0.976871155,0.899858778
1164,2/28/17 20:00,0.29582426,0.286011571,0.970807238,0.977635853,0.472082972,0.633310537,0.253242578,0.971079705,0.976747247,0.885039712
1165,2/28/17 21:00,0.29798377,0.294321504,0.970117802,0.976602418,0.420221463,0.591556247,0.119235147,0.968966742,0.976739923,0.872923306
1166,2/28/17 22:00,0.263545027,0.297395391,0.969427389,0.985749127,0.921020098,0.974605152,0.058001358,0.972790977,0.976732086,0.862957329
1167,2/28/17 23:00,0.894023389,0.268984583,0.968710127,0.986185481,0.946299661,0.974749308,0.022671878,0.969660646,0.976702334,0.854150674
1168,3/1/17 0:00,0.936139862,0.781287426,0.968631082,0.986922182,0.979269342,0.974831875,0.30972463,0.970982313,0.977022399,0.877514118
1169,3/1/17 1:00,0.983149708,0.923145948,0.968581499,0.986954569,0.98090257,0.974859164,0.499267718,0.970817361,0.976999109,0.911986099
1170,3/1/17 2:00,0.985608755,0.976866476,0.968576599,0.98697753,0.981473964,0.974954457,0.574024218,0.968767704,0.976984845,0.954514912
1171,3/1/17 3:00,0.987221494,0.984679984,0.968565676,0.986695897,0.970337231,0.974746772,0.631109899,0.968898622,0.976958197,0.973317455
1172,3/1/17 4:00,0.969617191,0.986950623,0.968560518,0.986559672,0.96361993,0.974882624,1.298069851,0.964283601,0.976783042,0.981694794
1173,3/1/17 5:00,0.961459218,0.97146606,0.968540408,0.986366196,0.954112498,0.974802602,1.284384775,0.95591268,0.976720877,0.974439031
1174,3/1/17 6:00,0.949020026,0.962525282,0.968516923,0.986047015,0.941259666,0.974856614,1.256863948,0.949187878,0.976631311,0.966658416
1175,3/1/17 7:00,0.928585444,0.950457616,0.968481418,0.986111976,0.941466142,0.974821333,1.200478538,0.944049813,0.976591479,0.956088826
1176,3/1/17 8:00,0.9326583,0.930909085,0.968423406,0.986287818,0.955007827,0.974596101,0.719588364,0.939270329,0.97642165,0.939590183
1177,3/1/17 9:00,0.949321937,0.932472463,0.968367707,0.98561017,0.929457686,0.974369318,0.770711727,0.942248499,0.976473543,0.935425697
1178,3/1/17 10:00,0.907012085,0.947531149,0.968327551,0.986130279,0.947932096,0.974589631,1.123641185,0.947573993,0.976479623,0.943766164
1179,3/1/17 11:00,0.940538934,0.911335444,0.968244519,0.986676023,0.974136273,0.974517116,1.10114947,0.953740052,0.976561723,0.921721496
1180,3/1/17 12:00,0.975386258,0.937404254,0.968191331,0.985987814,0.944748592,0.974282046,1.095152453,0.953919705,0.976543818,0.933002028
1181,3/1/17 13:00,0.932338887,0.971330608,0.968174647,0.986301697,0.957582938,0.974088935,1.100240013,0.95159528,0.97655055,0.958399622
1182,3/1/17 14:00,0.952117186,0.936539061,0.968117292,0.98631926,0.957786095,0.974181297,1.085975936,0.948783037,0.976518568,0.94279905
