Unnamed: 0,timestamp,true value,s1,s1_Anomaly
0,2019-08-14 20:00:00+00:00,1.0,,
1,2019-08-14 21:00:00+00:00,1.0,,
2,2019-08-14 22:00:00+00:00,1.0,,
3,2019-08-14 23:00:00+00:00,1.0,,
4,2019-08-15 00:00:00+00:00,1.0,,
5,2019-08-15 01:00:00+00:00,1.0,,
6,2019-08-15 02:00:00+00:00,1.0,,
7,2019-08-15 03:00:00+00:00,1.0,,
8,2019-08-15 04:00:00+00:00,1.0,,
9,2019-08-15 05:00:00+00:00,1.0,,
10,2019-08-15 06:00:00+00:00,1.0,,
11,2019-08-15 07:00:00+00:00,1.0,,
12,2019-08-15 08:00:00+00:00,1.0,,
13,2019-08-15 09:00:00+00:00,1.0,,
14,2019-08-15 10:00:00+00:00,1.0,,
15,2019-08-15 11:00:00+00:00,1.0,,
16,2019-08-15 12:00:00+00:00,1.0,,
17,2019-08-15 13:00:00+00:00,1.0,,
18,2019-08-15 14:00:00+00:00,1.0,,
19,2019-08-15 15:00:00+00:00,1.0,,
20,2019-08-15 16:00:00+00:00,1.0,,
21,2019-08-15 17:00:00+00:00,1.0,,
22,2019-08-15 18:00:00+00:00,1.0,,
23,2019-08-15 19:00:00+00:00,1.0,,
24,2019-08-15 20:00:00+00:00,1.0,,
25,2019-08-15 21:00:00+00:00,1.0,,
26,2019-08-15 22:00:00+00:00,1.0,,
27,2019-08-15 23:00:00+00:00,1.0,,False
28,2019-08-16 00:00:00+00:00,1.0,,False
29,2019-08-16 01:00:00+00:00,1.0,,False
30,2019-08-16 02:00:00+00:00,1.0,,False
31,2019-08-16 03:00:00+00:00,1.0,,False
32,2019-08-16 04:00:00+00:00,1.0,,False
33,2019-08-16 05:00:00+00:00,1.0,,False
34,2019-08-16 06:00:00+00:00,1.0,,False
35,2019-08-16 07:00:00+00:00,1.0,,False
36,2019-08-16 08:00:00+00:00,1.0,,False
37,2019-08-16 09:00:00+00:00,1.0,,False
38,2019-08-16 10:00:00+00:00,1.0,,False
39,2019-08-16 11:00:00+00:00,1.0,,False
40,2019-08-16 12:00:00+00:00,1.0,,False
41,2019-08-16 13:00:00+00:00,1.0,,False
42,2019-08-16 14:00:00+00:00,1.0,,False
43,2019-08-16 15:00:00+00:00,1.0,,False
44,2019-08-16 16:00:00+00:00,1.0,,False
45,2019-08-16 17:00:00+00:00,1.0,,False
46,2019-08-16 18:00:00+00:00,1.0,,False
47,2019-08-16 19:00:00+00:00,1.0,,False
48,2019-08-16 20:00:00+00:00,1.0,,False
49,2019-08-16 21:00:00+00:00,1.0,,False
50,2019-08-16 22:00:00+00:00,1.0,,False
51,2019-08-16 23:00:00+00:00,1.0,,False
52,2019-08-17 00:00:00+00:00,1.0,,False
53,2019-08-17 01:00:00+00:00,1.0,,False
54,2019-08-17 02:00:00+00:00,1.0,,False
55,2019-08-17 03:00:00+00:00,1.0,,False
56,2019-08-17 04:00:00+00:00,1.0,,False
57,2019-08-17 05:00:00+00:00,1.0,,False
58,2019-08-17 06:00:00+00:00,1.0,,False
59,2019-08-17 07:00:00+00:00,1.0,,False
60,2019-08-17 08:00:00+00:00,1.0,,False
61,2019-08-17 09:00:00+00:00,1.0,,False
62,2019-08-17 10:00:00+00:00,1.0,,False
63,2019-08-17 11:00:00+00:00,1.0,,False
64,2019-08-17 12:00:00+00:00,1.0,,False
65,2019-08-17 13:00:00+00:00,1.0,,False
66,2019-08-17 14:00:00+00:00,1.0,,False
67,2019-08-17 15:00:00+00:00,1.0,,False
68,2019-08-17 16:00:00+00:00,1.0,,False
69,2019-08-17 17:00:00+00:00,1.0,,False
70,2019-08-17 18:00:00+00:00,1.0,,False
71,2019-08-17 19:00:00+00:00,1.0,,False
72,2019-08-17 20:00:00+00:00,1.0,,False
73,2019-08-17 21:00:00+00:00,1.0,,False
74,2019-08-17 22:00:00+00:00,1.0,,False
75,2019-08-17 23:00:00+00:00,1.0,,False
76,2019-08-18 00:00:00+00:00,1.0,,False
77,2019-08-18 01:00:00+00:00,1.0,,False
78,2019-08-18 02:00:00+00:00,1.0,,False
79,2019-08-18 03:00:00+00:00,1.0,,False
80,2019-08-18 04:00:00+00:00,1.0,,False
81,2019-08-18 05:00:00+00:00,1.0,,False
82,2019-08-18 06:00:00+00:00,1.0,,False
83,2019-08-18 07:00:00+00:00,1.0,,False
84,2019-08-18 08:00:00+00:00,1.0,,False
85,2019-08-18 09:00:00+00:00,1.0,,False
86,2019-08-18 10:00:00+00:00,1.0,,False
87,2019-08-18 11:00:00+00:00,1.0,,False
88,2019-08-18 12:00:00+00:00,1.0,,False
89,2019-08-18 13:00:00+00:00,1.0,,False
90,2019-08-18 14:00:00+00:00,1.0,,False
91,2019-08-18 15:00:00+00:00,1.0,,False
92,2019-08-18 16:00:00+00:00,1.0,,False
93,2019-08-18 17:00:00+00:00,1.0,,False
94,2019-08-18 18:00:00+00:00,1.0,,False
95,2019-08-18 19:00:00+00:00,1.0,,False
96,2019-08-18 20:00:00+00:00,1.0,,False
97,2019-08-18 21:00:00+00:00,1.0,,False
98,2019-08-18 22:00:00+00:00,1.0,,False
99,2019-08-18 23:00:00+00:00,1.0,,False
100,2019-08-19 00:00:00+00:00,1.0,,False
101,2019-08-19 01:00:00+00:00,1.0,,False
102,2019-08-19 02:00:00+00:00,1.0,,False
103,2019-08-19 03:00:00+00:00,1.0,,False
104,2019-08-19 04:00:00+00:00,1.0,,False
105,2019-08-19 05:00:00+00:00,1.0,,False
106,2019-08-19 06:00:00+00:00,1.0,,False
107,2019-08-19 07:00:00+00:00,1.0,,False
108,2019-08-19 08:00:00+00:00,1.0,,False
109,2019-08-19 09:00:00+00:00,1.0,,False
110,2019-08-19 10:00:00+00:00,1.0,,False
111,2019-08-19 11:00:00+00:00,1.0,,False
112,2019-08-19 12:00:00+00:00,1.0,,False
113,2019-08-19 13:00:00+00:00,1.0,,False
114,2019-08-19 14:00:00+00:00,1.0,,False
115,2019-08-19 15:00:00+00:00,1.0,,False
116,2019-08-19 16:00:00+00:00,1.0,,False
117,2019-08-19 17:00:00+00:00,1.0,,False
118,2019-08-19 18:00:00+00:00,1.0,,False
119,2019-08-19 19:00:00+00:00,1.0,,False
120,2019-08-19 20:00:00+00:00,1.0,,False
121,2019-08-19 21:00:00+00:00,1.0,,False
122,2019-08-19 22:00:00+00:00,1.0,,False
123,2019-08-19 23:00:00+00:00,1.0,,False
124,2019-08-20 00:00:00+00:00,1.0,,False
125,2019-08-20 01:00:00+00:00,1.0,,False
126,2019-08-20 02:00:00+00:00,1.0,,False
127,2019-08-20 03:00:00+00:00,1.0,,False
128,2019-08-20 04:00:00+00:00,1.0,,False
129,2019-08-20 05:00:00+00:00,1.0,,False
130,2019-08-20 06:00:00+00:00,1.0,,False
131,2019-08-20 07:00:00+00:00,1.0,,False
132,2019-08-20 08:00:00+00:00,1.0,,False
133,2019-08-20 09:00:00+00:00,1.0,,False
134,2019-08-20 10:00:00+00:00,1.0,,False
135,2019-08-20 11:00:00+00:00,1.0,,False
136,2019-08-20 12:00:00+00:00,1.0,,False
137,2019-08-20 13:00:00+00:00,1.0,,False
138,2019-08-20 14:00:00+00:00,1.0,,False
139,2019-08-20 15:00:00+00:00,1.0,,False
140,2019-08-20 16:00:00+00:00,1.0,,False
141,2019-08-20 17:00:00+00:00,1.0,,False
142,2019-08-20 18:00:00+00:00,1.0,,False
143,2019-08-20 19:00:00+00:00,1.0,,False
144,2019-08-20 20:00:00+00:00,1.0,,False
145,2019-08-20 21:00:00+00:00,1.0,,False
146,2019-08-20 22:00:00+00:00,1.0,,False
147,2019-08-20 23:00:00+00:00,1.0,,False
148,2019-08-21 00:00:00+00:00,1.0,,False
149,2019-08-21 01:00:00+00:00,1.0,,False
150,2019-08-21 02:00:00+00:00,1.0,,False
151,2019-08-21 03:00:00+00:00,1.0,,False
152,2019-08-21 04:00:00+00:00,1.0,,False
153,2019-08-21 05:00:00+00:00,1.0,,False
154,2019-08-21 06:00:00+00:00,1.0,,False
155,2019-08-21 07:00:00+00:00,1.0,,False
156,2019-08-21 08:00:00+00:00,1.0,,False
157,2019-08-21 09:00:00+00:00,1.0,,False
158,2019-08-21 10:00:00+00:00,1.0,,False
159,2019-08-21 11:00:00+00:00,1.0,,False
160,2019-08-21 12:00:00+00:00,1.0,,False
161,2019-08-21 13:00:00+00:00,1.0,,False
162,2019-08-21 14:00:00+00:00,1.0,,False
163,2019-08-21 15:00:00+00:00,1.0,,False
164,2019-08-21 16:00:00+00:00,1.0,,False
165,2019-08-21 17:00:00+00:00,1.0,,False
166,2019-08-21 18:00:00+00:00,1.0,,False
167,2019-08-21 19:00:00+00:00,1.0,,False
168,2019-08-21 20:00:00+00:00,1.0,,False
169,2019-08-21 21:00:00+00:00,1.0,,False
170,2019-08-21 22:00:00+00:00,1.0,,False
171,2019-08-21 23:00:00+00:00,1.0,,False
172,2019-08-22 00:00:00+00:00,1.0,,False
173,2019-08-22 01:00:00+00:00,1.0,,False
174,2019-08-22 02:00:00+00:00,1.0,,False
175,2019-08-22 03:00:00+00:00,1.0,,False
176,2019-08-22 04:00:00+00:00,1.0,,False
177,2019-08-22 05:00:00+00:00,1.0,,False
178,2019-08-22 06:00:00+00:00,1.0,,False
179,2019-08-22 07:00:00+00:00,1.0,,False
180,2019-08-22 08:00:00+00:00,1.0,,False
181,2019-08-22 09:00:00+00:00,1.0,,False
182,2019-08-22 10:00:00+00:00,1.0,,False
183,2019-08-22 11:00:00+00:00,1.0,,False
184,2019-08-22 12:00:00+00:00,1.0,,False
185,2019-08-22 13:00:00+00:00,1.0,,False
186,2019-08-22 14:00:00+00:00,1.0,,False
187,2019-08-22 15:00:00+00:00,1.0,,False
188,2019-08-22 16:00:00+00:00,1.0,,False
189,2019-08-22 17:00:00+00:00,1.0,,False
190,2019-08-22 18:00:00+00:00,1.0,,False
191,2019-08-22 19:00:00+00:00,1.0,,False
192,2019-08-22 20:00:00+00:00,1.0,,False
193,2019-08-22 21:00:00+00:00,1.0,,False
194,2019-08-22 22:00:00+00:00,1.0,,False
195,2019-08-22 23:00:00+00:00,1.0,,False
196,2019-08-23 00:00:00+00:00,1.0,,False
197,2019-08-23 01:00:00+00:00,1.0,,False
198,2019-08-23 02:00:00+00:00,1.0,,False
199,2019-08-23 03:00:00+00:00,1.0,,False
200,2019-08-23 04:00:00+00:00,1.0,,False
201,2019-08-23 05:00:00+00:00,1.0,,False
202,2019-08-23 06:00:00+00:00,1.0,,False
203,2019-08-23 07:00:00+00:00,1.0,,False
204,2019-08-23 08:00:00+00:00,1.0,,False
205,2019-08-23 09:00:00+00:00,1.0,,False
206,2019-08-23 10:00:00+00:00,1.0,,False
207,2019-08-23 11:00:00+00:00,1.0,,False
208,2019-08-23 12:00:00+00:00,1.0,,False
209,2019-08-23 13:00:00+00:00,1.0,,False
210,2019-08-23 14:00:00+00:00,1.0,,False
211,2019-08-23 15:00:00+00:00,1.0,,False
212,2019-08-23 16:00:00+00:00,1.0,,False
213,2019-08-23 17:00:00+00:00,1.0,,False
214,2019-08-23 18:00:00+00:00,1.0,,False
215,2019-08-23 19:00:00+00:00,1.0,,False
216,2019-08-23 20:00:00+00:00,1.0,,False
217,2019-08-23 21:00:00+00:00,1.0,,False
218,2019-08-23 22:00:00+00:00,1.0,,False
219,2019-08-23 23:00:00+00:00,1.0,,False
220,2019-08-24 00:00:00+00:00,1.0,,False
221,2019-08-24 01:00:00+00:00,1.0,,False
222,2019-08-24 02:00:00+00:00,1.0,,False
223,2019-08-24 03:00:00+00:00,1.0,,False
224,2019-08-24 04:00:00+00:00,1.0,,False
225,2019-08-24 05:00:00+00:00,1.0,,False
226,2019-08-24 06:00:00+00:00,1.0,,False
227,2019-08-24 07:00:00+00:00,1.0,,False
228,2019-08-24 08:00:00+00:00,1.0,,False
229,2019-08-24 09:00:00+00:00,1.0,,False
230,2019-08-24 10:00:00+00:00,1.0,,False
231,2019-08-24 11:00:00+00:00,1.0,,False
232,2019-08-24 12:00:00+00:00,1.0,,False
233,2019-08-24 13:00:00+00:00,1.0,,False
234,2019-08-24 14:00:00+00:00,1.0,,False
235,2019-08-24 15:00:00+00:00,1.0,,False
236,2019-08-24 16:00:00+00:00,1.0,,False
237,2019-08-24 17:00:00+00:00,1.0,,False
238,2019-08-24 18:00:00+00:00,1.0,,False
239,2019-08-24 19:00:00+00:00,1.0,,False
240,2019-08-24 20:00:00+00:00,1.0,,False
241,2019-08-24 21:00:00+00:00,1.0,,False
